Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre 
12551,Black Dawn,PS,Virgin Interactive,N/A,N/A,N/A,N/A,30th Sep 96,N/A,Simulation
12552,428: Fuusa Sareta Shibuya de,Wii,Sega,N/A,N/A,N/A,N/A,04th Dec 08,N/A,Adventure
12553,Classic NES Series: Dr. Mario,GBA,Nintendo,N/A,6.1,N/A,N/A,25th Oct 04,N/A,Puzzle
12554,Kelly Slater's Pro Surfer,GBA,Activision,N/A,8.0,N/A,N/A,21st Aug 02,N/A,Sports
12555,Beat Cop,PC,11 bit studios,N/A,N/A,N/A,0.13m,30th Mar 17,21st Apr 19,Adventure
12556,Warriors of Might and Magic,PS,3DO,N/A,N/A,N/A,N/A,07th Feb 01,N/A,Adventure
12557,FlatOut 3: Chaos & Destruction,PC,Strategy First,N/A,N/A,N/A,0.13m,13th Dec 11,N/A,Racing
12558,Sid Meier's Ace Patrol: Pacific Skies,PC,2K Games,N/A,N/A,N/A,0.13m,05th Nov 13,21st Apr 19,Strategy
12559,Drome Racers,PS2,Electronic Arts,N/A,N/A,N/A,N/A,20th Nov 02,N/A,Racing
12560,Tom Clancy's Splinter Cell: Blacklist,WiiU,Ubisoft,N/A,9.2,N/A,N/A,20th Aug 13,08th Mar 18,Action-Adventure
12561,Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,Atlus,N/A,8.4,N/A,N/A,05th May 15,31st Jan 18,Role-Playing
12562,Dynasty Warriors 5 Empires,X360,KOEI,N/A,6.4,N/A,N/A,28th Mar 06,N/A,Action
12563,X-Men: Next Dimension,GC,Activision,N/A,7.0,N/A,N/A,15th Oct 02,N/A,Fighting
12564,Thor: God of Thunder,DS,Sega,N/A,6.4,N/A,N/A,03rd May 11,N/A,Action
12565,Delver,PC,Priority Interrupt,N/A,N/A,N/A,0.13m,01st Feb 18,21st Apr 19,Role-Playing
12566,Phantasie,Series,Strategic Simulations,N/A,N/A,N/A,0.13m,01st Jan 85,25th Mar 21,Role-Playing
12567,Everybody Dance,PS3,Sony Computer Entertainment,N/A,6.5,N/A,N/A,18th Oct 11,14th Sep 18,Music
12568,Doukyuusei 2,SAT,NEC Interchannel,N/A,N/A,N/A,N/A,11th Jul 97,N/A,Role-Playing
12569,Hour of Victory,X360,Midway Games,N/A,N/A,N/A,N/A,25th Jun 07,N/A,Shooter
12570,SkullMonkeys,PS,Electronic Arts,N/A,N/A,N/A,N/A,31st Jan 98,N/A,Platform
12571,Burnout,XB,Acclaim Entertainment,N/A,N/A,N/A,N/A,29th Apr 02,N/A,Racing
12572,Deepak Chopra's Leela,Wii,THQ,N/A,N/A,N/A,N/A,08th Nov 11,N/A,Misc
12573,Hand of Fate 2,PC,Defiant Development,N/A,N/A,N/A,0.13m,07th Nov 17,21st Apr 19,Role-Playing
12574,Jurassic: The Hunted,X360,Activision,N/A,N/A,N/A,N/A,03rd Nov 09,N/A,Shooter
12575,Gladiator Begins,PSP,Aksys Games,N/A,N/A,N/A,N/A,14th Sep 10,N/A,Action
12576,Baroque    Read the review,PS2,Atlus,6.0,N/A,N/A,N/A,08th Apr 08,N/A,Role-Playing
12577,Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,Atlus,N/A,8.0,6.0,N/A,04th Aug 15,30th Jan 18,Role-Playing
12578,Battle Ranch: Pigs vs Plants,PC,Playboom,N/A,N/A,N/A,0.13m,02nd Feb 15,21st Apr 19,Strategy
12579,Left Brain Right Brain 2,DS,Majesco,N/A,N/A,N/A,N/A,09th Dec 08,N/A,Misc
12580,Indianapolis 500 Legends,Wii,Destineer,N/A,N/A,N/A,N/A,14th Dec 07,N/A,Racing
12581,The Legend of Heroes: Trails of Cold Steel III    Read the review,PS4,NIS America,N/A,7.0,N/A,N/A,24th Sep 19,03rd Jul 18,Role-Playing
12582,DJ Max Fever,PSP,PM Studios,N/A,7.7,N/A,N/A,27th Jan 09,N/A,Misc
12583,Shimano Xtreme Fishing,Wii,Mastiff,N/A,N/A,N/A,N/A,20th Oct 09,N/A,Sports
12584,Little Dragons Café,NS,Aksys Games,N/A,7.0,N/A,N/A,24th Aug 18,26th Sep 18,Simulation
12585,Brothers in Arms: Double Time    Read the review,Wii,Ubisoft,3.2,4.6,N/A,N/A,23rd Sep 08,N/A,Shooter
12586,NBA Ballers: Phenom,XB,Midway Games,N/A,N/A,N/A,N/A,29th Mar 06,N/A,Sports
12587,The History Channel: Great Battles - Medieval,X360,Slitherine Software,N/A,N/A,N/A,N/A,09th May 11,N/A,Strategy
12588,Utawarerumono: Mask of Deception,PS4,Atlus,N/A,N/A,N/A,N/A,23rd May 17,23rd Mar 19,Adventure
12589,Crash Tag Team Racing,XB,VU Games,N/A,N/A,N/A,N/A,20th Oct 05,N/A,Racing
12590,Freedom Fighters,GC,Electronic Arts,N/A,8.8,N/A,N/A,01st Oct 03,N/A,Shooter
12591,My Fitness Coach: Club,PS3,Ubisoft,N/A,N/A,N/A,N/A,18th Mar 11,N/A,Sports
12592,Mega Man X Collection,GC,Capcom,N/A,7.5,N/A,N/A,10th Jan 06,N/A,Misc
12593,Shantae: Risky's Revenge Director's Cut,PC,Way Forward,N/A,N/A,N/A,0.13m,15th Jul 14,21st Apr 19,Platform
12594,Detana TwinBee Yahho! Deluxe Pack,SAT,Konami,N/A,N/A,N/A,N/A,29th Sep 95,N/A,Shooter
12595,Last Ranker,PSP,Capcom,N/A,N/A,N/A,N/A,15th Jul 10,N/A,Role-Playing
12596,Quantum Redshift,XB,Microsoft Game Studios,N/A,N/A,N/A,N/A,16th Sep 02,N/A,Racing
12597,Adventure Time: Finn & Jake Investigations,X360,Little Orbit,N/A,N/A,N/A,N/A,20th Oct 15,17th Mar 18,Action
12598,Smash Court Tennis Pro Tournament 2,PS2,Namco,N/A,N/A,N/A,N/A,08th Jun 04,N/A,Sports
12599,Teenage Mutant Ninja Turtles: Arcade Attack,DS,Ubisoft,N/A,4.3,N/A,N/A,10th Nov 09,N/A,Action
12600,Farming Simulator 17,NS,Focus Home Interactive,N/A,N/A,N/A,N/A,07th Nov 17,06th Jan 18,Simulation
12601,Legends of Wrestling II,XB,Acclaim Entertainment,N/A,N/A,N/A,N/A,05th Dec 02,N/A,Fighting
12602,Power Pro Kun Pocket 13,DS,Konami,N/A,N/A,N/A,N/A,25th Nov 10,N/A,Sports
12603,Armed and Dangerous,XB,LucasArts,N/A,N/A,N/A,N/A,02nd Dec 03,N/A,Shooter
12604,Grand Theft Auto: San Andreas,XBL,Rockstar Games,N/A,N/A,N/A,N/A,20th Oct 08,N/A,Action
12605,The Inpatient,PS4,Sony Interactive Entertainment,N/A,N/A,N/A,N/A,23rd Jan 18,24th Sep 18,Action
12606,Rogue Port - Blue Nightmare,PC,Sunight Games,N/A,N/A,N/A,0.13m,20th Feb 17,21st Apr 19,Role-Playing
12607,World Soccer Winning Eleven 2002,PS,Konami,N/A,N/A,N/A,N/A,25th Apr 02,N/A,Sports
12608,Avatar: The Last Airbender - Into the Inferno,DS,THQ,N/A,N/A,N/A,N/A,12th Nov 08,N/A,Adventure
12609,NHL 2K7,PS3,2K Sports,N/A,8.2,N/A,N/A,13th Nov 06,N/A,Sports
12610,Actua Tennis,PS,Gremlin Interactive Ltd,N/A,N/A,N/A,N/A,01st Jan 98,N/A,Sports
12611,Killer is Dead,X360,Xseed Games,N/A,N/A,N/A,N/A,27th Aug 13,20th Aug 18,Action
12612,"Hack, Slash, Loot",PC,David Williamson,N/A,N/A,N/A,0.13m,05th Apr 12,21st Apr 19,Action
12613,PriPara Mezase! Idol Grand Prix No.1!,3DS,Takara Tomy,N/A,N/A,N/A,N/A,22nd Oct 15,03rd Jul 18,Music
12614,Need for Speed: ProStreet,DS,Electronic Arts,N/A,N/A,N/A,N/A,13th Nov 07,N/A,Racing
12615,Don Bradman Cricket 14,PS4,Tru Blu Entertainment,N/A,N/A,N/A,N/A,01st Apr 15,N/A,Sports
12616,Record of Agarest War Zero,PS3,Aksys Games,N/A,6.2,N/A,N/A,14th Jun 11,N/A,Strategy
12617,Super Seducer,Series,RLR Training Inc,N/A,N/A,N/A,0.13m,06th Mar 18,15th Feb 21,Simulation
12618,Diner Dash: Sizzle & Serve,PSP,Eidos Interactive,N/A,5.9,N/A,N/A,22nd May 07,N/A,Puzzle
12619,The Jackbox Party Pack 4,PC,Jackbox Games,N/A,N/A,N/A,0.12m,19th Oct 17,21st Apr 19,Party
12620,Monster Truck Madness,GBA,THQ,N/A,N/A,N/A,N/A,11th Aug 03,N/A,Racing
12621,Sonic Jam,SAT,Sega,N/A,N/A,N/A,N/A,31st Jul 97,N/A,Platform
12622,MySims SkyHeroes,PS3,Electronic Arts,N/A,N/A,N/A,N/A,28th Sep 10,N/A,Action
12623,Puella Magi Madoka Magica Portable,PSP,Namco Bandai Games,N/A,N/A,N/A,N/A,15th Mar 12,14th Nov 18,Role-Playing
12624,Peter Jacobsen's Golden Tee Golf,PS,Infogrames,N/A,N/A,N/A,N/A,20th Sep 00,N/A,Sports
12625,Attempt[42],PC,ThinkOfGames,N/A,N/A,N/A,0.12m,08th Dec 16,21st Apr 19,Puzzle
12626,Sword Art Online: Hollow Fragment,PS4,Namco Bandai Games,N/A,N/A,N/A,N/A,28th Jul 15,03rd Jul 18,Role-Playing
12627,Ni no Kuni II: Revenant Kingdom,PC,Namco Bandai Games,N/A,8.5,N/A,0.12m,23rd Mar 18,21st Apr 19,Role-Playing
12628,The Curious Expedition,PC,Maschinen-Mensch,N/A,N/A,N/A,0.12m,02nd Sep 16,21st Apr 19,Simulation
12629,Disney's Atlantis: The Lost Empire,GBA,THQ,N/A,6.0,N/A,N/A,19th Sep 01,N/A,Platform
12630,SCORE International Baja 1000: The Official Game,X360,Activision,N/A,N/A,N/A,N/A,28th Oct 08,N/A,Racing
12631,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,Sega,N/A,N/A,N/A,N/A,25th Jun 98,N/A,Sports
12632,High Velocity: Mountain Racing Challenge,SAT,Atlus,N/A,N/A,N/A,N/A,01st Jan 96,N/A,Racing
12633,MX vs ATV All Out,PS4,THQ Nordic,N/A,N/A,N/A,N/A,27th Mar 18,23rd Mar 18,Racing
12634,Zero Escape: Zero Time Dilemma,3DS,Aksys Games,N/A,7.7,N/A,N/A,28th Jun 16,03rd Jul 18,Adventure
12635,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,Capcom,N/A,N/A,N/A,N/A,13th Sep 01,N/A,Fighting
12636,Assassin's Creed Chronicles,PSV,Ubisoft,N/A,N/A,N/A,N/A,05th Apr 16,03rd Jul 18,Action
12637,Guilty Gear Xrd -Revelator-,PC,Arc System Works,N/A,N/A,N/A,0.12m,14th Dec 16,21st Apr 19,Fighting
12638,Criticom,PS,Victory Lap Games,N/A,N/A,N/A,N/A,01st Mar 96,N/A,Fighting
12639,Farming Simulator 18,3DS,Focus Home Interactive,N/A,N/A,N/A,N/A,06th Jun 17,03rd Jul 18,Simulation
12640,Charm Girls Club: My Fashion Mall,DS,Electronic Arts,N/A,N/A,N/A,N/A,20th Oct 09,N/A,Simulation
12641,Mega Man X: Command Mission,GC,Capcom,N/A,7.2,N/A,N/A,21st Sep 04,N/A,Role-Playing
12642,Puzzle Quest 2,DS,D3 Publisher,N/A,N/A,N/A,N/A,22nd Jun 10,N/A,Puzzle
12643,Fire Emblem: Thracia 776,SNES,Nintendo,N/A,N/A,N/A,0.12m,01st Sep 99,N/A,Strategy
12644,Impossible Mission,DS,Codemasters,N/A,N/A,N/A,N/A,15th Nov 07,N/A,Platform
12645,Prototype 2,PC,Activision,N/A,N/A,N/A,N/A,24th Apr 12,N/A,Action
12646,MotoGP 14,PS3,Namco Bandai Games,N/A,N/A,N/A,N/A,04th Nov 14,03rd Nov 18,Racing
12647,PixelJunk Monsters Deluxe    Read the review,PSP,Sony Computer Entertainment,8.9,8.7,N/A,N/A,27th Apr 10,N/A,Strategy
12648,Dragon's Crown Pro,PS4,Atlus,N/A,N/A,N/A,N/A,24th Apr 18,29th Jan 18,Role-Playing
12649,Eat Lead: The Return of Matt Hazard,X360,D3 Publisher,N/A,5.5,N/A,N/A,26th Feb 09,N/A,Shooter
12650,Clock Tower: The First Fear,PS,Human Entertainment,N/A,N/A,N/A,N/A,17th Jul 97,N/A,Adventure
12651,SingStar Vol. 3,PS3,Sony Computer Entertainment,N/A,N/A,N/A,N/A,14th Nov 08,N/A,Misc
12652,Samurai Warriors 4-II,PS3,Tecmo Koei,N/A,N/A,N/A,N/A,29th Sep 15,02nd May 18,Action
12653,Mobile Suit GUNDAM SEED BATTLE DESTINY,PSV,Bandai Namco Games,N/A,N/A,N/A,N/A,07th Jun 12,14th Nov 18,Action
12654,Snik,PC,Cleverweek,N/A,N/A,N/A,0.12m,04th Sep 15,21st Apr 19,Puzzle
12655,"Kilari: Na-san, Mon Meilleur Ami",DS,Konami,N/A,N/A,N/A,N/A,29th Apr 10,N/A,Simulation
12656,Strikers 1945,PS,Agetec,N/A,N/A,N/A,N/A,27th Mar 01,N/A,Shooter
12657,Ochaken no Heya DS,DS,MTO,N/A,N/A,N/A,N/A,27th Apr 06,N/A,Simulation
12658,Terraria,3DS,505 Games,N/A,N/A,N/A,N/A,10th Dec 15,19th Mar 18,Action
12659,The Witcher Adventure Game,PC,CD Projekt Red Studio,N/A,N/A,N/A,0.12m,27th Nov 14,21st Apr 19,Adventure
12660,Classic NES Series: Xevious,GBA,Nintendo,N/A,6.4,N/A,N/A,02nd Jun 04,N/A,Shooter
12661,Karaoke Revolution,X360,Konami,N/A,N/A,N/A,N/A,24th Nov 09,N/A,Misc
12662,Fire ProWrestling S: 6Men Scramble,SAT,Human Entertainment,N/A,N/A,N/A,N/A,27th Dec 96,N/A,Fighting
12663,Galidor: Defenders of the Outer Dimension,GBA,Electronic Arts,N/A,5.9,N/A,N/A,29th Oct 02,N/A,Action
12664,Are You Smarter than a 5th Grader? Game Time,X360,THQ,N/A,4.0,N/A,N/A,26th Oct 09,N/A,Puzzle
12665,Batman: A Telltale Game Series,PS3,Telltale Games,N/A,N/A,N/A,N/A,13th Sep 16,16th Apr 18,Adventure
12666,Pryzm Chapter One: The Dark Unicorn,PS2,TDK Mediactive,N/A,6.3,N/A,N/A,10th Jun 02,N/A,Adventure
12667,Gundam Battle Royale,PSP,Namco Bandai,N/A,N/A,N/A,N/A,05th Oct 06,N/A,Action
12668,Circuits,PC,Digital Tentacle,N/A,N/A,N/A,0.12m,17th Apr 14,21st Apr 19,Puzzle
12669,Rocket League,PC,Psyonix Studios,N/A,9.2,N/A,N/A,07th Jul 15,04th Apr 18,Sports
12670,Rango: The Video Game,Wii,Paramount Digital Entertainment,N/A,N/A,N/A,N/A,01st Mar 11,N/A,Action
12671,Survivor Squad,PC,Endless Loop Studios,N/A,N/A,N/A,0.12m,08th Nov 13,21st Apr 19,Strategy
12672,One Piece: Super Grand Battle! X,3DS,Namco Bandai Games,N/A,N/A,N/A,N/A,13th Nov 14,03rd Jul 18,Fighting
12673,Zenses: Rainforest,DS,Game Factory,N/A,N/A,N/A,N/A,28th Oct 08,N/A,Puzzle
12674,Obscure: The Aftermath,Wii,Ignition Entertainment,N/A,N/A,N/A,N/A,25th Mar 08,N/A,Adventure
12675,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,Human Entertainment,N/A,N/A,N/A,N/A,08th Apr 99,N/A,Fighting
12676,NASCAR 2005: Chase for the Cup,GC,EA Sports,N/A,N/A,N/A,N/A,04th Sep 04,N/A,Racing
12677,Jikkyou Powerful Pro Yakyuu 2014,PSV,Konami Digital Entertainment,N/A,N/A,N/A,N/A,23rd Oct 14,01st May 18,Sports
12678,Jurassic Park: The Game,PC,Telltale Games,N/A,N/A,N/A,0.12m,15th Nov 11,20th Apr 19,Action
12679,Go! Sudoku,PSP,Ubisoft,N/A,6.8,N/A,N/A,21st Mar 06,N/A,Puzzle
12680,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,D3 Publisher,N/A,N/A,N/A,N/A,26th Jun 08,N/A,Misc
12681,Guilty Gear X,PS2,Sammy Corporation,N/A,N/A,N/A,N/A,30th Sep 01,N/A,Fighting
12682,Venetica,PS3,Atari,N/A,5.0,N/A,N/A,11th Jan 11,10th May 18,Role-Playing
12683,Neopets Petpet Adventures: The Wand of Wishing,PSP,Sony Computer Entertainment,N/A,N/A,N/A,N/A,14th Mar 06,N/A,Adventure
12684,Mobile Suit Gundam Side Story: Missing Link,PS3,Namco Bandai Games,N/A,N/A,N/A,N/A,29th May 14,14th Nov 18,Action
12685,One Piece: Pirate Warriors 2,PSV,Namco Bandai Games,N/A,N/A,N/A,N/A,20th Mar 13,12th Jan 18,Action
12686,DEADBOLT,PC,Hopoo Games,N/A,N/A,N/A,0.12m,14th Mar 16,20th Apr 19,Action
12687,Conception II: Children of the Seven Stars,3DS,Atlus,N/A,N/A,N/A,N/A,15th Apr 14,14th Jan 19,Role-Playing
12688,Reader Rabbit Kindergarten,Wii,Graffiti,N/A,N/A,N/A,N/A,04th May 10,N/A,Misc
12689,Disney Sing It: Party Hits,PS3,Disney Interactive Studios,N/A,N/A,N/A,N/A,28th Sep 10,N/A,Misc
12690,NHL 2002,GBA,EA Sports,N/A,N/A,N/A,N/A,07th Mar 02,N/A,Sports
12691,Disney's PK: Out of the Shadows,PS2,Ubisoft,N/A,N/A,N/A,N/A,01st Nov 02,N/A,Platform
12692,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,Namco Bandai,N/A,N/A,N/A,N/A,25th Feb 10,N/A,Role-Playing
12693,Echo Night,PS,Agetec,N/A,6.3,N/A,N/A,31st Jul 99,N/A,Adventure
12694,Wild ARMs 5 (jp sales),PS2,Xseed Games,N/A,N/A,N/A,N/A,28th Aug 07,N/A,Role-Playing
12695,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,Activision,N/A,N/A,N/A,N/A,24th May 16,15th Apr 18,Action
12696,Shantae: Half-Genie Hero    Read the review,NS,Xseed Games,7.0,N/A,N/A,N/A,08th May 18,30th Dec 18,Platform
12697,Linked,PC,ThinkOfGames,N/A,N/A,N/A,0.12m,21st Feb 17,20th Apr 19,Puzzle
12698,Colony Wars III: Red Sun,PS,Midway Games,N/A,8.1,N/A,N/A,02nd Jun 00,N/A,Simulation
12699,Westerado: Double Barreled,PC,Adult Swim,N/A,N/A,N/A,0.12m,16th Apr 15,20th Apr 19,Action-Adventure
12700,NCIS,PS3,Ubisoft,N/A,N/A,N/A,N/A,01st Nov 11,N/A,Adventure
12701,Magic: The Gathering - Battlemage,PS,Acclaim Entertainment,N/A,N/A,N/A,N/A,01st Aug 97,N/A,Strategy
12702,Oceanhorn: Monster of Uncharted Seas,PC,FDG Entertainment,N/A,N/A,N/A,0.12m,17th Mar 15,20th Apr 19,Action-Adventure
12703,Backyard Baseball '09,DS,Atari,N/A,N/A,N/A,N/A,25th Mar 08,N/A,Sports
12704,Ice Age: Dawn of the Dinosaurs    Read the review,X360,Activision,6.9,6.7,N/A,N/A,30th Jun 09,N/A,Platform
12705,Monster Hunter Frontier Online,X360,Capcom,N/A,N/A,N/A,0.12m,24th Jun 10,N/A,Role-Playing
12706,Overstrike,PS3,Electronic Arts,N/A,N/A,N/A,N/A,28th May 13,N/A,Shooter
12707,Star Trek: Conquest,Wii,Bethesda Softworks,N/A,N/A,N/A,N/A,20th Nov 07,N/A,Strategy
12708,Ben 10 Galactic Racing,Wii,D3 Publisher,N/A,N/A,N/A,N/A,18th Oct 11,N/A,Racing
12709,Tom Clancy's Ghost Recon,Wii,Ubisoft,N/A,N/A,N/A,N/A,16th Nov 10,N/A,Shooter
12710,Splice,PC,Cipher Prime,N/A,N/A,N/A,0.12m,13th Jun 12,17th Apr 19,Puzzle
12711,The King of Fighters '94,NG,SNK,N/A,N/A,N/A,N/A,01st Oct 94,N/A,Fighting
12712,8-Bit Armies,PC,Soedesco,N/A,N/A,N/A,0.12m,21st Sep 18,28th Jun 18,Strategy
12713,All Kamen Rider: Rider Generation,DS,Namco Bandai,N/A,N/A,N/A,N/A,04th Aug 11,N/A,Action
12714,Hyperdimension Neptunia Re;Birth 3: V Generation,PC,Idea Factory International,N/A,N/A,N/A,0.12m,30th Oct 15,04th Jul 18,Action
12715,Taiko Drum Master: Tokumori!,WiiU,Namco Bandai Games,N/A,N/A,N/A,N/A,20th Nov 14,N/A,Misc
12716,Deponia Doomsday,PC,Daedalic Entertainment,N/A,N/A,N/A,0.12m,01st Mar 16,22nd Sep 18,Adventure
12717,Tales of the World: Narikiri Dungeon 3,GBA,Namco,N/A,N/A,N/A,0.12m,06th Jan 05,N/A,Role-Playing
12718,The King of Fighters '98 Ultimate Match,PS2,Ignition Entertainment,N/A,N/A,N/A,N/A,03rd Mar 09,N/A,Fighting
12719,Puzzle Quest: Challenge of the Warlords,PS2,D3 Publisher,N/A,N/A,N/A,N/A,13th Nov 07,N/A,Puzzle
12720,Guardian's Crusade,PS,Activision,N/A,N/A,N/A,N/A,31st Jan 99,N/A,Role-Playing
12721,Major League Baseball 2K8 Fantasy All-Stars,DS,Take-Two Interactive,N/A,N/A,N/A,N/A,14th Apr 08,N/A,Sports
12722,Makai Kingdom: Chronicles of the Sacred Tome,PS2,NIS America,N/A,7.9,N/A,N/A,26th Jul 05,N/A,Role-Playing
12723,MotoGP 3 - Official Game of MotoGP,PS2,Namco,N/A,N/A,N/A,N/A,17th Mar 03,N/A,Racing
12724,Lemony Snicket's A Series of Unfortunate Events,XB,Activision,N/A,N/A,N/A,N/A,10th Nov 04,N/A,Platform
12725,R.A.W. Realms of Ancient War,PC,Focus Home Interactive,N/A,N/A,N/A,0.12m,11th Oct 12,17th Apr 19,Action
12726,Dead Age,PC,Headup Games,N/A,N/A,N/A,0.12m,14th Jul 16,17th Apr 19,Role-Playing
12727,The Ant Bully,GC,Midway Games,N/A,N/A,N/A,N/A,24th Jul 06,N/A,Platform
12728,M&M's Kart Racing,DS,DSI Games,N/A,N/A,N/A,N/A,24th Mar 08,N/A,Racing
12729,Dexodonex,PC,Seragam,N/A,N/A,N/A,0.12m,08th Dec 16,17th Apr 19,Puzzle
12730,Bomberman Party Edition,PS,Vatical Entertainment,N/A,7.9,N/A,N/A,19th Sep 00,N/A,Puzzle
12731,Mechanic Escape,PC,Plug In Digital,N/A,N/A,N/A,0.12m,15th Apr 14,17th Apr 19,Platform
12732,Blackwater,X360,505 Games,N/A,N/A,N/A,N/A,25th Oct 11,N/A,Shooter
12733,Super Robot Wars V,PSV,Namco Bandai Games,N/A,N/A,N/A,N/A,23rd Feb 17,30th Jun 18,Role-Playing
12734,Three Heroes,PC,Cats Who Play,N/A,N/A,N/A,0.12m,17th Sep 15,17th Apr 19,Role-Playing
12735,Eyeshield 21: Max Devil Power,DS,Nintendo,N/A,N/A,N/A,N/A,02nd Feb 06,N/A,Role-Playing
12736,Summon Night 3,PSP,Namco Bandai Games,N/A,N/A,N/A,N/A,04th Oct 12,14th Nov 18,Role-Playing
12737,O.D.T.: Escape... Or Die Trying,PS,Psygnosis,N/A,N/A,N/A,N/A,28th Oct 98,N/A,Adventure
12738,Madden NFL 06,DS,EA Sports,N/A,N/A,N/A,N/A,08th Aug 05,N/A,Sports
12739,Epic Battle Fantasy 4,PC,Matt Roszak,N/A,N/A,N/A,0.12m,25th Feb 14,17th Apr 19,Role-Playing
12740,Desktop Dungeons,PC,QCF Design,N/A,8.5,N/A,0.12m,07th Nov 13,17th Apr 19,Role-Playing
12741,Break 'Em All,DS,D3 Publisher,N/A,N/A,N/A,N/A,20th Jun 06,N/A,Puzzle
12742,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,Namco Bandai Games,N/A,N/A,N/A,N/A,12th Jan 12,N/A,Misc
12743,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,Namco Bandai,N/A,N/A,N/A,N/A,05th Apr 07,N/A,Shooter
12744,Undead Knights,PSP,Tecmo,N/A,6.6,N/A,N/A,29th Sep 09,N/A,Action
12745,San Goku Shi V,SAT,KOEI,N/A,N/A,N/A,N/A,27th Sep 96,N/A,Strategy
12746,Drawful 2,PC,Jackbox Games,N/A,N/A,N/A,0.12m,21st Jul 16,17th Apr 19,Misc
12747,- Arcane Raise -,PC,WAX Publishing,N/A,N/A,N/A,0.12m,10th Mar 17,17th Apr 19,Role-Playing
12748,The Voice,WiiU,Activision,N/A,N/A,N/A,N/A,21st Oct 14,16th Mar 18,Music
12749,Red Faction II,XB,THQ,N/A,7.9,N/A,N/A,31st Mar 03,N/A,Shooter
12750,Daikaijyuu Monogatari II,SNES,Hudson Soft,N/A,N/A,N/A,N/A,02nd Aug 96,N/A,Role-Playing
12751,Rock Band Track Pack Volume 2,PS2,MTV Games,N/A,N/A,N/A,N/A,17th Nov 08,N/A,Misc
12752,Ninja Reflex,Wii,Electronic Arts,N/A,N/A,N/A,N/A,04th Mar 08,N/A,Action
12753,Voodoo Vince,XB,Microsoft Game Studios,N/A,N/A,N/A,N/A,23rd Sep 03,N/A,Platform
12754,SpongeBob's Surf & Skate Roadtrip,DS,THQ,N/A,N/A,N/A,N/A,08th Nov 11,N/A,Action
12755,Overture,PC,Black Shell Media,N/A,N/A,N/A,0.12m,01st Jan 15,17th Apr 19,Action-Adventure
12756,Gundam Memories: Tatakai no Kioku,PSP,Namco Bandai,N/A,N/A,N/A,N/A,23rd Jun 11,N/A,Action
12757,Kaijuu Busters,DS,Namco Bandai,N/A,N/A,N/A,N/A,03rd Dec 09,N/A,Action
12758,Job Simulator,PS4,Sony Interactive Entertainment,N/A,N/A,N/A,N/A,17th Apr 17,04th May 18,Simulation
12759,EA Replay,PSP,Electronic Arts,N/A,5.0,N/A,N/A,14th Nov 06,N/A,Action
12760,Ferrari Challenge Trofeo Pirelli,PS2,Activision,N/A,N/A,N/A,N/A,26th Aug 08,N/A,Racing
12761,Megamind: Ultimate Showdown,X360,THQ,N/A,N/A,N/A,N/A,02nd Nov 10,N/A,Adventure
12762,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,Sega,N/A,N/A,N/A,N/A,17th Nov 95,N/A,Misc
12763,Chase: Hollywood Stunt Driver,XB,BAM! Entertainment,N/A,N/A,N/A,N/A,25th Sep 02,N/A,Racing
12764,The Smurfs 2,X360,Ubisoft,N/A,N/A,N/A,N/A,23rd Jul 13,17th Mar 18,Platform
12765,Dead by Daylight,XOne,505 Games,N/A,N/A,N/A,N/A,20th Jun 17,13th Feb 19,Action
12766,Puzzle Cube,PC,ThinkOfGames,N/A,N/A,N/A,0.12m,12th Oct 16,17th Apr 19,Puzzle
12767,Dance Paradise,X360,THQ,N/A,7.0,N/A,N/A,15th Feb 11,N/A,Misc
12768,Portal Knights,PS4,505 Games,N/A,N/A,N/A,N/A,23rd May 17,03rd Jul 18,Role-Playing
12769,Darksiders III,XOne,THQ Nordic,N/A,N/A,N/A,N/A,27th Nov 18,19th Dec 18,Action
12770,The X Files: Resist or Serve,PS2,VU Games,N/A,N/A,N/A,N/A,16th Mar 04,N/A,Adventure
12771,Horse Life,DS,D3 Publisher,N/A,N/A,N/A,N/A,06th Nov 07,N/A,Simulation
12772,Legend of the Guardians: The Owls of Ga'Hoole,DS,Warner Bros. Interactive,N/A,N/A,N/A,N/A,14th Sep 10,N/A,Action
12773,Marvel Avengers: Battle for Earth,WiiU,Ubisoft,N/A,N/A,N/A,N/A,04th Dec 12,01st Jan 18,Misc
12774,Saru! Get You! Million Monkeys,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,30th Dec 16,18th Sep 18,Platform
