Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre
1227,Yoshi's Story,N64,Nintendo,N/A,N/A,N/A,2.85m,01st Mar 98,N/A,Platform
1228,F-Zero,SNES,Nintendo,N/A,N/A,N/A,2.85m,13th Aug 91,N/A,Racing
1229,The Walking Dead: A Telltale Games Series,PC,Telltale Games,N/A,N/A,N/A,2.85m,11th Dec 12,10th May 18,Adventure
1230,Superhot,Series,SUPERHOT Team,N/A,N/A,N/A,2.84m,25th Feb 16,19th May 20,Shooter
1231,Metroid Prime    Read the review,GC,Nintendo,9.3,9.6,9.5,2.84m,17th Nov 02,N/A,Shooter
1232,Zumba Fitness 2,Wii,Majesco,N/A,N/A,N/A,N/A,15th Nov 11,N/A,Sports
1233,Madden NFL 10    Read the review,X360,EA Sports,8.6,8.6,N/A,N/A,14th Aug 09,N/A,Sports
1234,BioShock    Read the review,X360,2K Games,9.3,9.6,9.5,N/A,21st Aug 07,N/A,Shooter
1235,Yoshi's Island: Super Mario Advance 3,GBA,Nintendo,N/A,N/A,N/A,2.83m,24th Sep 02,N/A,Platform
1236,Ni no Kuni,Series,Namco Bandai Games,N/A,N/A,N/A,2.83m,22nd Jan 13,06th Feb 20,Role-Playing
1237,WWE SmackDown! vs. Raw,PS2,THQ,N/A,N/A,N/A,N/A,02nd Nov 04,N/A,Fighting
1238,Finding Nemo,GBA,THQ,N/A,7.0,N/A,N/A,10th May 03,N/A,Platform
1239,Medal of Honor,PS3,Electronic Arts,N/A,7.0,N/A,N/A,12th Oct 10,N/A,Shooter
1240,Diablo III: Ultimate Evil Edition,PS4,Blizzard Entertainment,N/A,N/A,N/A,N/A,19th Aug 14,25th Mar 19,Role-Playing
1241,The Legend of Zelda: A Link to the Past,GBA,Nintendo,N/A,9.6,N/A,2.82m,03rd Dec 02,N/A,Adventure
1242,Kane & Lynch,Series,Eidos Interactive,N/A,N/A,N/A,2.82m,13th Nov 07,18th Oct 20,Shooter
1243,Tomb Raider: Legend,All,Eidos Interactive,N/A,N/A,N/A,2.82m,11th Apr 06,26th Oct 20,Action-Adventure
1244,Gran Turismo (PSP),PSN,Sony Computer Entertainment,N/A,7.8,N/A,N/A,01st Oct 09,N/A,Racing
1245,Thief,Series,Eidos Interactive,N/A,N/A,N/A,2.81m,01st Dec 98,28th Feb 20,Action-Adventure
1246,Persona 4,All,Atlus,N/A,N/A,N/A,2.81m,09th Dec 08,06th Dec 20,Role-Playing
1247,Need for Speed: Hot Pursuit,PS3,Electronic Arts,N/A,8.9,N/A,N/A,16th Nov 10,N/A,Racing
1248,Imagine: Fashion Designer,DS,Ubisoft,N/A,3.0,N/A,N/A,23rd Oct 07,17th Sep 18,Simulation
1249,Killzone 3,PS3,Sony Computer Entertainment,N/A,8.2,N/A,N/A,22nd Feb 11,N/A,Shooter
1250,Hitman: Absolution,PC,Square Enix,N/A,9.0,N/A,2.81m,20th Nov 12,N/A,Action
1251,Dragon Quest V: Tenkuu no Hanayome,SNES,Enix,N/A,N/A,N/A,2.80m,27th Sep 92,N/A,Role-Playing
1252,Madden NFL 07,PS2,EA Sports,N/A,8.5,N/A,2.80m,22nd Aug 06,N/A,Sports
1253,Magicka,PC,Paradox Interactive,N/A,7.6,N/A,2.80m,25th Jan 11,N/A,Role-Playing
1254,Hollow Knight,Series,Team Cherry,N/A,N/A,N/A,2.80m,24th Feb 17,14th Mar 20,Action-Adventure
1255,Infestation: Survivor Stories,PC,Unknown,N/A,N/A,N/A,2.80m,N/A,17th Mar 20,Action-Adventure
1256,Resident Evil: Revelations 2,All,Capcom,N/A,N/A,N/A,2.80m,24th Feb 15,11th Oct 20,Action-Adventure
1257,Tom Clancy's Splinter Cell: Pandora Tomorrow,All,Ubisoft,N/A,N/A,N/A,2.80m,23rd Mar 04,07th Nov 20,Action-Adventure
1258,Hollow Knight,All,Team Cherry,N/A,N/A,N/A,2.80m,24th Feb 17,21st Jan 21,Action-Adventure
1259,Captain Toad: Treasure Tracker,All,Nintendo,N/A,N/A,N/A,2.80m,05th Dec 14,03rd Mar 21,Puzzle
1260,Beyond: Two Souls,All,Sony Computer Entertainment,N/A,N/A,N/A,2.80m,08th Oct 13,08th Mar 21,Action-Adventure
1261,Hot Shots Golf,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,05th May 98,N/A,Sports
1262,Trine 2,PC,Frozenbyte,N/A,N/A,N/A,2.79m,07th Dec 11,N/A,Platform
1263,Skylanders: Spyro's Adventure,Wii,Activision,N/A,8.0,N/A,N/A,16th Oct 11,N/A,Action
1264,A Bug's Life,PS,Sony Computer Entertainment,N/A,3.6,N/A,N/A,31st Oct 98,N/A,Platform
1265,WWF SmackDown! Just Bring It,PS2,THQ,N/A,N/A,N/A,N/A,18th Nov 01,N/A,Fighting
1266,Mortal Kombat Trilogy,PS,Midway Games,N/A,N/A,N/A,N/A,01st Sep 96,N/A,Fighting
1267,NBA Street,PS2,EA Sports BIG,N/A,N/A,N/A,N/A,18th Jun 01,N/A,Sports
1268,Jak II,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,14th Oct 03,N/A,Platform
1269,The Sims,PS2,Electronic Arts,N/A,N/A,N/A,N/A,12th Jan 03,N/A,Simulation
1270,Star Wars: The Force Unleashed,X360,LucasArts,N/A,7.1,N/A,N/A,16th Sep 08,N/A,Action
1271,Saints Row: The Third,X360,THQ,N/A,8.3,N/A,N/A,15th Nov 11,N/A,Action
1272,Tekken 7    Read the review,PS4,Namco Bandai Games,N/A,N/A,N/A,2.77m,02nd Jun 17,15th Jan 18,Fighting
1273,Valkyria Chronicles,Series,Sega,N/A,N/A,N/A,2.77m,04th Nov 08,14th Sep 20,Role-Playing
1274,Missile Command,2600,Atari,N/A,N/A,N/A,N/A,01st Jan 81,N/A,Shooter
1275,Battlefield 3,PC,Electronic Arts,N/A,8.9,N/A,N/A,25th Oct 11,N/A,Shooter
1276,The Binding of Isaac: Rebirth,PC,Nicalis,N/A,N/A,N/A,2.76m,04th Nov 14,06th Aug 18,Action
1277,Resident Evil,PS,Capcom,N/A,8.6,N/A,2.75m,30th Mar 96,N/A,Action
1278,Need for Speed: Most Wanted (2012),PS3,Electronic Arts,N/A,N/A,N/A,N/A,30th Oct 12,19th Dec 18,Racing
1279,Tetris DS,DS,Nintendo,N/A,8.5,N/A,2.74m,20th Mar 06,N/A,Puzzle
1280,L.A. Noire,X360,Rockstar Games,N/A,9.1,N/A,N/A,15th Nov 11,N/A,Adventure
1281,Metroid,NES,Nintendo,N/A,N/A,N/A,2.73m,15th Aug 87,N/A,Adventure
1282,Far Cry: Primal,PS4,Ubisoft,N/A,7.2,N/A,N/A,23rd Feb 16,03rd Apr 18,Action-Adventure
1283,Overwatch,XOne,Blizzard Entertainment,N/A,8.7,N/A,N/A,24th May 16,24th Mar 18,Shooter
1284,Need for Speed (2015),PS4,Electronic Arts,N/A,7.0,N/A,N/A,03rd Nov 15,03rd Apr 18,Racing
1285,Madden NFL 13,PS3,EA Sports,N/A,8.3,N/A,N/A,28th Aug 12,04th Jan 18,Sports
1286,Skate 3    Read the review,X360,EA Sports,7.7,8.3,N/A,N/A,11th May 10,N/A,Sports
1287,Tom Clancy's Rainbow Six: Siege,XOne,Ubisoft,N/A,N/A,N/A,N/A,01st Dec 15,09th Jan 18,Shooter
1288,World Soccer Winning Eleven 7 International,PS2,Konami,N/A,9.2,N/A,2.71m,17th Feb 04,N/A,Sports
1289,Divinity: Original Sin,PC,Focus Home Interactive,N/A,N/A,N/A,2.71m,27th Oct 15,N/A,Misc
1290,Madden NFL 12,X360,EA Sports,N/A,7.8,N/A,N/A,30th Aug 11,N/A,Sports
1291,Mario Party,N64,Nintendo,N/A,7.6,N/A,2.70m,08th Feb 99,N/A,Misc
1292,1602 A.D.,PC,Sunflowers,N/A,N/A,N/A,2.70m,01st Feb 00,N/A,Simulation
1293,World of Warcraft: Mists of Pandaria,PC,Blizzard Entertainment,N/A,N/A,N/A,2.70m,25th Sep 12,22nd Apr 18,MMO
1294,Lego Harry Potter: Years 1-4,All,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,2.70m,29th Jun 10,01st Nov 20,Action-Adventure
1295,Call of Duty 3,X360,Activision,N/A,8.0,8.4,N/A,07th Nov 06,N/A,Shooter
1296,LEGO Star Wars II: The Original Trilogy,PS2,LucasArts,N/A,8.4,N/A,N/A,12th Sep 06,N/A,Action
1297,Sonic the Hedgehog (2006),All,Sega,N/A,N/A,N/A,2.69m,14th Nov 06,14th Nov 20,Platform
1298,Madden NFL 11,X360,EA Sports,N/A,8.3,N/A,N/A,10th Aug 10,N/A,Sports
1299,Burnout 3: Takedown,PS2,Electronic Arts,N/A,9.3,N/A,N/A,07th Sep 04,N/A,Racing
1300,Iron Man,All,Sega,N/A,N/A,N/A,2.68m,02nd May 08,13th Nov 20,Action-Adventure
1301,Mortal Kombat,GEN,Arena Entertainment,N/A,N/A,N/A,N/A,13th Sep 93,N/A,Fighting
1302,Dragon Ball: Xenoverse 2,PS4,Namco Bandai Games,N/A,7.1,N/A,2.67m,25th Oct 16,03rd Mar 18,Action
1303,Call of Duty 2: Big Red One,PS2,Activision,N/A,8.5,N/A,N/A,01st Nov 05,N/A,Shooter
1304,Medal of Honor,PS,Electronic Arts,N/A,9.3,N/A,N/A,11th Nov 99,N/A,Shooter
1305,Guitar Hero: World Tour,X360,Activision,N/A,8.6,N/A,N/A,26th Oct 08,N/A,Misc
1306,WWE SmackDown! Shut Your Mouth,PS2,THQ,N/A,N/A,N/A,N/A,31st Oct 02,N/A,Fighting
1307,Final Fantasy XIII-2,PS3,Square Enix,N/A,N/A,N/A,N/A,31st Jan 12,N/A,Role-Playing
1308,Medal of Honor Heroes,PSP,Electronic Arts,N/A,6.7,N/A,N/A,20th Oct 06,N/A,Shooter
1309,Hannah Montana,DS,Buena Vista,N/A,6.5,N/A,N/A,10th Oct 06,N/A,Action
1310,Need for Speed: Shift    Read the review,PS3,Electronic Arts,8.6,8.2,N/A,N/A,15th Sep 09,N/A,Racing
1311,Tom Clancy's Splinter Cell,PS2,Ubisoft,N/A,N/A,N/A,N/A,08th Apr 03,N/A,Action
1312,Star Wars: Shadows of the Empire,N64,Nintendo,N/A,N/A,N/A,2.65m,03rd Dec 96,N/A,Action
1313,Super Mario Bros. 2 (FDS),NES,Nintendo,N/A,N/A,N/A,2.65m,03rd Jun 86,N/A,Platform
1314,Mario & Luigi: Dream Team,3DS,Nintendo,N/A,8.0,N/A,2.65m,11th Aug 13,28th Aug 18,Role-Playing
1315,Donkey Kong Country: Tropical Freeze    Read the review,NS,Nintendo,7.0,9.1,9.1,2.65m,04th May 18,02nd Aug 20,Platform
1316,Shovel Knight,Series,Yacht Club Games,N/A,N/A,N/A,2.65m,26th Jun 14,28th Feb 20,Platform
1317,Yoshi's Cookie,All,Nintendo,N/A,N/A,N/A,2.65m,21st Nov 92,09th Nov 20,Puzzle
1318,Chrono Trigger,All,Square,N/A,N/A,N/A,2.65m,11th Mar 95,08th Jan 21,Role-Playing
1319,Shovel Knight,All,Yacht Club Games,N/A,N/A,N/A,2.65m,26th Jun 14,22nd Jan 21,Platform
1320,Ace Combat 04: Shattered Skies,PS2,Namco,N/A,8.9,N/A,2.64m,01st Nov 01,N/A,Simulation
1321,Medal of Honor    Read the review,X360,Electronic Arts,7.2,7.3,N/A,N/A,12th Oct 10,N/A,Shooter
1322,NBA 2K12,X360,2K Sports,N/A,9.1,N/A,N/A,04th Oct 11,N/A,Sports
1323,Midnight Club: Street Racing,PS2,Rockstar Games,N/A,N/A,N/A,N/A,25th Oct 00,N/A,Racing
1324,NBA 2K13,PS3,2K Sports,N/A,8.9,N/A,N/A,02nd Oct 12,04th Jan 18,Sports
1325,NBA 2K19,PS4,2K Sports,N/A,N/A,N/A,N/A,11th Sep 18,26th Sep 18,Sports
1326,ESPN NFL 2K5,PS2,Sega,N/A,N/A,N/A,N/A,20th Jul 04,N/A,Sports
1327,Madden NFL 18,PS4,EA Sports,N/A,8.2,N/A,N/A,25th Aug 17,03rd Apr 18,Sports
1328,FIFA Soccer 10    Read the review,X360,EA Sports,9.0,8.9,N/A,N/A,20th Oct 09,N/A,Sports
1329,Tomb Raider: Underworld,All,Eidos Interactive,N/A,N/A,N/A,2.62m,18th Nov 08,26th Oct 20,Action-Adventure
1330,LittleBigPlanet,PSP,Sony Computer Entertainment,N/A,8.8,N/A,N/A,17th Nov 09,03rd Dec 18,Platform
1331,Kirby: Triple Deluxe,3DS,Nintendo,N/A,7.8,N/A,2.61m,02nd May 14,30th Jan 18,Platform
1332,Harry Potter and the Chamber of Secrets,PS2,Electronic Arts,N/A,N/A,N/A,N/A,14th Nov 02,N/A,Adventure
1333,Streets of Rage,GEN,Sega,N/A,N/A,N/A,N/A,31st Dec 90,N/A,Action
1334,Mario Strikers Charged,Wii,Nintendo,N/A,7.7,N/A,2.60m,30th Jul 07,N/A,Sports
1335,Monster Hunter 3G,3DS,Capcom,N/A,7.6,N/A,2.60m,19th Mar 13,05th Jan 18,Role-Playing
1336,NieR: Automata,PS4,Square Enix,N/A,N/A,N/A,2.60m,07th Mar 17,01st Jan 18,Role-Playing
1337,Resident Evil: Operation Raccoon City,All,Capcom,N/A,N/A,N/A,2.60m,20th Mar 12,11th Oct 20,Shooter
1338,Homefront,All,THQ,N/A,N/A,N/A,2.60m,15th Mar 11,14th Feb 21,Shooter
1339,Grand Theft Auto: Episodes from Liberty City,X360,Rockstar Games,N/A,9.0,N/A,N/A,29th Oct 09,N/A,Adventure
1340,LEGO Star Wars: The Complete Saga,X360,LucasArts,N/A,N/A,N/A,N/A,06th Nov 07,N/A,Action
1341,Tom Clancy's The Division,XOne,Ubisoft,N/A,N/A,N/A,N/A,08th Mar 16,04th May 18,Shooter
1342,FIFA Soccer 09,PS3,Electronic Arts,N/A,8.6,N/A,N/A,14th Oct 08,N/A,Sports
1343,NBA Live 2005,PS2,EA Sports,N/A,N/A,N/A,N/A,28th Sep 04,N/A,Sports
1344,Hotline Miami,PC,Devolver Digital,N/A,N/A,N/A,2.58m,23rd Oct 12,01st Feb 19,Action
1345,Bastion,PC,Warner Bros. Interactive Entertainment,N/A,8.5,N/A,2.58m,16th Aug 11,N/A,Role-Playing
1346,WWE SmackDown vs. RAW 2007,PS2,THQ,N/A,8.0,N/A,N/A,14th Nov 06,N/A,Fighting
1347,Skylanders Giants,Wii,Activision,N/A,N/A,N/A,N/A,21st Oct 12,16th Jan 18,Misc
1348,Madden NFL 08,PS2,EA Sports,N/A,N/A,N/A,N/A,14th Aug 07,N/A,Sports
1349,Clubhouse Games,DS,Nintendo,N/A,8.3,N/A,2.57m,09th Oct 06,N/A,Misc
1350,NBA 2K14,X360,2K Sports,N/A,N/A,N/A,N/A,11th Oct 13,05th Jan 18,Sports
1351,Hot Shots Golf,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,05th May 98,N/A,Sports
1352,Dragon Age: Origins    Read the review,X360,Electronic Arts,8.3,8.5,N/A,N/A,03rd Nov 09,N/A,Role-Playing
1353,Miitopia,All,Nintendo,N/A,N/A,N/A,2.55m,28th Jul 17,05th Aug 21,Role-Playing
1354,FIFA 16,PS3,EA Sports,N/A,9.0,N/A,N/A,22nd Sep 15,01st Apr 18,Sports
1355,Pokémon Stadium 2,N64,Nintendo,N/A,7.9,N/A,2.54m,28th Mar 01,N/A,Strategy
1356,Resident Evil Code: Veronica,All,Capcom,N/A,N/A,N/A,2.54m,29th Feb 00,11th Oct 20,Action-Adventure
1357,Mirror's Edge,Series,Electronic Arts,N/A,N/A,N/A,2.54m,11th Nov 08,26th Jan 21,Platform
1358,Madden NFL 09,X360,EA Sports,N/A,8.5,N/A,N/A,12th Aug 08,N/A,Sports
1359,Crazy Taxi,PS2,Acclaim Entertainment,N/A,8.2,N/A,N/A,14th May 01,N/A,Racing
1360,Dungeon Siege,Series,Microsoft,N/A,N/A,N/A,2.52m,05th Apr 02,07th Jan 21,Role-Playing
1361,Tomb Raider: The Angel of Darkness,All,Eidos Interactive,N/A,N/A,N/A,2.51m,20th Jun 03,26th Oct 20,Action-Adventure
1362,Tomb Raider (2013),PS3,Square Enix,N/A,8.9,N/A,N/A,05th Mar 13,06th Jan 18,Action
1363,Midnight Club: Los Angeles,PS3,Rockstar Games,N/A,8.3,N/A,N/A,20th Oct 08,N/A,Racing
1364,PES 2009: Pro Evolution Soccer,PS2,Konami,N/A,N/A,N/A,N/A,11th Nov 08,N/A,Sports
1365,Marvel: Ultimate Alliance,X360,Activision,N/A,8.3,N/A,N/A,24th Oct 06,N/A,Role-Playing
1366,Dragon Ball Z: Budokai 3,PS2,Atari,N/A,N/A,N/A,2.50m,16th Nov 04,N/A,Fighting
1367,Final Fantasy Tactics,PS,Sony Computer Entertainment,N/A,8.8,N/A,2.50m,28th Jan 98,N/A,Role-Playing
1368,Dragon Quest II,NES,Enix,N/A,N/A,N/A,2.50m,01st Sep 90,06th May 18,Role-Playing
1369,Warcraft III: The Frozen Throne,PC,Blizzard Entertainment,N/A,9.2,N/A,2.50m,01st Jul 03,N/A,Strategy
1370,Diablo,PC,Blizzard Entertainment,N/A,8.7,N/A,2.50m,30th Nov 96,N/A,Role-Playing
1371,Crisis Core: Final Fantasy VII    Read the review,PSP,Square Enix,8.5,8.1,9.0,2.50m,25th Mar 08,N/A,Role-Playing
1372,Far Cry,PC,Ubisoft,N/A,8.6,N/A,2.50m,23rd Mar 04,N/A,Shooter
1373,Black & White,PC,Electronic Arts,N/A,9.3,N/A,2.50m,26th Mar 01,N/A,Strategy
1374,Dance Central,X360,MTV Games,N/A,8.4,N/A,2.50m,04th Nov 10,10th Aug 18,Music
1375,Factorio,PC,Wube Software LTD.,N/A,N/A,N/A,2.50m,01st Jan 16,06th Feb 21,Strategy
1376,Forza Horizon 3    Read the review,XOne,Microsoft Studios,N/A,9.0,N/A,2.50m,27th Sep 16,13th Jan 18,Racing
1377,Planet Coaster,PC,Frontier Developments,N/A,N/A,N/A,2.50m,17th Nov 16,22nd Sep 18,Simulation
1378,Mortal Kombat II,All,Midway,N/A,N/A,N/A,2.50m,25th Jun 93,28th Oct 20,Fighting
1379,PGA Tour 2K21,All,2K Sports,N/A,N/A,N/A,2.50m,21st Aug 20,06th Nov 20,Sports
1380,Tom Clancy's Splinter Cell: Chaos Theory,All,Ubisoft,N/A,N/A,N/A,2.50m,21st Mar 05,07th Nov 20,Action-Adventure
1381,Sonic Adventure,All,Sega,N/A,N/A,N/A,2.50m,09th Sep 99,14th Nov 20,Platform
1382,Ben 10: Protector of Earth,All,D3 Publisher,N/A,N/A,N/A,2.50m,30th Oct 07,18th Nov 20,Action-Adventure
1383,Prince of Persia (2008),All,Ubisoft,N/A,N/A,N/A,2.50m,02nd Dec 08,26th Nov 20,Action-Adventure
1384,Mirror's Edge,All,Electronic Arts,N/A,N/A,N/A,2.50m,11th Nov 08,26th Jan 21,Platform
1385,Dishonored 2,All,Bethesda Softworks,N/A,N/A,N/A,2.50m,11th Nov 16,27th Jan 21,Action-Adventure
1386,Prey,Series,2K Games,N/A,N/A,N/A,2.50m,11th Jul 06,27th Jan 21,Shooter
1387,Firewatch,All,Panic,N/A,N/A,N/A,2.50m,09th Feb 16,30th Jan 21,Adventure
1388,Octopath Traveler,All,Square Enix,N/A,N/A,N/A,2.50m,13th Jul 18,13th Feb 21,Role-Playing
1389,Goat Simulator,All,Coffee Stain Studios,N/A,N/A,N/A,2.50m,01st Apr 14,21st Feb 21,Simulation
1390,Streets of Rage 4,All,DotEmu,N/A,N/A,N/A,2.50m,30th Apr 20,22nd Feb 21,Action
1391,Lumines,Series,Ubisoft,N/A,N/A,N/A,2.50m,23rd Mar 05,26th Feb 21,Puzzle
1392,Brink,All,Bethesda Softworks,N/A,N/A,N/A,2.50m,10th May 11,16th Mar 21,Shooter
1393,Lords of the Realm II,All,Sierra Online,N/A,N/A,N/A,2.50m,01st Nov 96,18th Mar 21,Strategy
1394,Alone in the Dark,All,Infogrames,N/A,N/A,N/A,2.50m,01st Jan 92,21st Mar 21,Action-Adventure
1395,Rise of the Tomb Raider,PC,Square Enix,N/A,N/A,N/A,2.49m,28th Jan 16,11th Apr 18,Adventure
1396,Dustforce DX,PC,Hitbox Team,N/A,N/A,N/A,2.49m,17th Jan 12,01st Feb 19,Platform
1397,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Rockstar Games,N/A,9.8,N/A,N/A,31st Oct 03,N/A,Action
1398,NBA 2K15,PS4,2K Sports,N/A,N/A,N/A,N/A,07th Oct 14,04th Jan 18,Sports
1399,Game Party,Wii,Midway Games,N/A,2.6,N/A,N/A,27th Nov 07,N/A,Misc
1400,Mortal Kombat: Deadly Alliance,PS2,Midway Games,N/A,8.2,N/A,N/A,16th Nov 02,N/A,Fighting
1401,Dungeon Defenders,PC,Trendy Entertainment,N/A,8.3,N/A,2.48m,19th Oct 11,N/A,Role-Playing
1402,Mario Party 2,N64,Nintendo,N/A,N/A,N/A,2.48m,24th Jan 00,N/A,Misc
1403,Dark Souls III,PS4,Namco Bandai Games,N/A,N/A,N/A,2.48m,12th Apr 16,23rd Apr 18,Role-Playing
1404,Saints Row: The Third,PS3,THQ,N/A,8.3,N/A,N/A,15th Nov 11,N/A,Action
1405,Tomb Raider: The Last Revelation,PS,Eidos Interactive,N/A,N/A,N/A,N/A,22nd Nov 99,N/A,Action
1406,Assassin's Creed Origins,XOne,Ubisoft,N/A,N/A,N/A,N/A,27th Oct 17,10th Jan 18,Action
1407,Pure,X360,Disney Interactive Studios,N/A,8.3,N/A,N/A,16th Sep 08,N/A,Racing
1408,Rock Band    Read the review,X360,MTV Games,9.1,9.1,N/A,N/A,20th Nov 07,N/A,Misc
1409,Minecraft,PSV,Sony Computer Entertainment America,N/A,N/A,N/A,N/A,11th Nov 14,05th Aug 18,Misc
1410,WarioWare Touched!,DS,Nintendo,N/A,7.8,N/A,2.47m,14th Feb 05,N/A,Puzzle
1411,Battlefield 1942,PC,Electronic Arts,N/A,9.0,N/A,2.47m,10th Sep 02,N/A,Shooter
1412,Paper Mario: Sticker Star,3DS,Nintendo,N/A,N/A,N/A,2.47m,11th Nov 12,05th Jan 18,Role-Playing
1413,Resistance 2    Read the review,PS3,Sony Computer Entertainment,8.7,8.5,8.7,N/A,04th Nov 08,N/A,Shooter
1414,Batman: Arkham City,PC,Warner Bros. Interactive,N/A,9.0,N/A,2.47m,22nd Nov 11,N/A,Action
1415,Madden NFL 16,XOne,EA Sports,N/A,8.4,N/A,N/A,25th Aug 15,31st Mar 18,Sports
1416,Mario Party 4,GC,Nintendo,N/A,7.0,N/A,2.46m,21st Oct 02,N/A,Misc
1417,Dying Light,PS4,Warner Bros. Interactive,N/A,N/A,N/A,N/A,27th Jan 15,04th May 18,Action
1418,Sonic Unleashed,All,Sega,N/A,N/A,N/A,2.45m,18th Nov 08,13th Nov 20,Platform
1419,LEGO Harry Potter: Years 1-4,Wii,Warner Bros. Interactive,N/A,7.9,N/A,N/A,29th Jun 10,01st Dec 18,Adventure
1420,uDraw Studio,Wii,THQ,N/A,N/A,N/A,N/A,14th Nov 10,N/A,Misc
1421,BlazBlue,Series,Aksys Games,N/A,N/A,N/A,2.44m,20th Nov 08,19th Feb 21,Fighting
1422,Madden NFL 17,XOne,EA Sports,N/A,8.1,N/A,N/A,23rd Aug 16,01st Apr 18,Sports
1423,Twisted Metal 2,PS,Sony Computer Entertainment,N/A,8.7,N/A,N/A,31st Oct 96,N/A,Racing
1424,The Sims: Bustin' Out,PS2,Electronic Arts,N/A,N/A,N/A,N/A,15th Dec 03,N/A,Simulation
1425,Tom Clancy's Ghost Recon,All,Ubisoft,N/A,N/A,N/A,2.43m,13th Nov 01,02nd Nov 20,Shooter
1426,Sonic & Sega All-Stars Racing,Series,Sega,N/A,N/A,N/A,2.43m,23rd Feb 10,13th Nov 20,Racing
1427,Bayonetta,Series,Sega,N/A,N/A,N/A,2.42m,05th Jan 10,24th Nov 20,Action
1428,Need for Speed Carbon: Own the City,PSP,Electronic Arts,N/A,7.4,N/A,N/A,31st Oct 06,N/A,Racing
1429,Sonic Adventure,DC,Sega,N/A,8.9,N/A,N/A,09th Sep 99,N/A,Platform
1430,Ice Hockey,NES,Nintendo,N/A,N/A,N/A,2.42m,01st Mar 88,N/A,Sports
1431,Tom Clancy's Rainbow Six: Vegas 2,X360,Ubisoft,N/A,8.2,N/A,N/A,18th Mar 08,N/A,Shooter
1432,God of War Collection    Read the review,PS3,Sony Computer Entertainment,9.0,9.2,N/A,2.42m,17th Nov 09,N/A,Action
1433,Kinect: Disneyland Adventures    Read the review,X360,Microsoft Studios,6.8,8.5,N/A,N/A,15th Nov 11,29th Sep 18,Action-Adventure
1434,Pro Evolution Soccer 2011,PS3,Konami,N/A,6.0,N/A,N/A,05th Oct 10,N/A,Sports
1435,ATV Offroad Fury,PS2,Sony Computer Entertainment,N/A,8.4,N/A,N/A,05th Feb 01,N/A,Racing
1436,Pokémon Colosseum,GC,Nintendo,N/A,7.0,N/A,2.41m,22nd Mar 04,N/A,Role-Playing
1437,NBA 2K16,XOne,2K Sports,N/A,8.3,N/A,N/A,29th Sep 15,28th Mar 18,Sports
1438,Halo: Combat Evolved Anniversary,X360,Microsoft Studios,N/A,8.0,N/A,N/A,15th Nov 11,N/A,Shooter
1439,Need for Speed: ProStreet,PS2,Electronic Arts,N/A,N/A,N/A,N/A,13th Nov 07,N/A,Racing
1440,Tetris Plus,PS,Jaleco,N/A,N/A,N/A,N/A,18th Oct 96,N/A,Puzzle
1441,Forza Motorsport 5,XOne,Microsoft Studios,N/A,N/A,N/A,N/A,22nd Nov 13,15th Jan 18,Racing
1442,Midnight Club: Los Angeles,X360,Rockstar Games,N/A,8.0,N/A,N/A,20th Oct 08,N/A,Racing
1443,Dino Crisis,PS,Capcom,N/A,8.9,N/A,2.40m,31st Aug 99,N/A,Action
1444,Final Fantasy V,SNES,Square,N/A,7.5,N/A,2.40m,06th Dec 92,N/A,Role-Playing
1445,Monster Hunter Freedom 2,PSP,Capcom,N/A,7.6,N/A,2.40m,29th Aug 07,N/A,Role-Playing
1446,Command & Conquer: Tiberian Sun,PC,Westwood Studios,N/A,N/A,N/A,2.40m,24th Aug 99,N/A,Strategy
1447,Pro Wrestling,NES,Nintendo,N/A,N/A,N/A,2.40m,01st Mar 87,N/A,Fighting
1448,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,N/A,N/A,N/A,2.40m,09th Feb 16,22nd Sep 18,Fighting
1449,Ultimate Marvel vs. Capcom 3,All,Capcom,N/A,N/A,N/A,2.40m,15th Nov 11,10th Oct 20,Fighting
1450,Tom Clancy's Ghost Recon Advanced Warfighter,All,Ubisoft,N/A,N/A,N/A,2.40m,09th Mar 06,02nd Nov 20,Shooter
1451,Prince of Persia: The Sands of Time,All,Ubisoft,N/A,N/A,N/A,2.40m,28th Oct 03,26th Nov 20,Action-Adventure
1452,Theme Hospital,PC,Electronic Arts,N/A,5.5,N/A,N/A,31st Mar 97,N/A,Strategy
1453,Madden NFL 11,PS3,EA Sports,N/A,8.4,N/A,N/A,10th Aug 10,N/A,Sports
1454,Batman: Arkham Origins,PS3,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,25th Oct 13,13th Apr 18,Action-Adventure
1455,Frogger's Adventures: Temple of the Frog,GBA,Konami,N/A,6.7,N/A,N/A,24th Oct 01,N/A,Adventure
1456,Zumba Fitness,X360,Majesco,N/A,N/A,N/A,N/A,18th Nov 10,N/A,Sports
1457,Monopoly,PC,Hasbro Interactive,N/A,N/A,N/A,N/A,01st Jan 95,N/A,Misc
