Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre 
9990,"Ni Hao, Kai-lan: New Year's Celebration",DS,2K Play,N/A,N/A,N/A,N/A,03rd Nov 09,N/A,Misc
9991,MLB 12: The Show,PSV,Sony Computer Entertainment America,N/A,N/A,N/A,N/A,06th Mar 12,N/A,Sports
9992,Body and Brain Connection,X360,Namco Bandai,N/A,6.0,N/A,N/A,08th Feb 11,N/A,Misc
9993,HardCube,PC,Unknown,N/A,N/A,N/A,0.20m,N/A,26th Feb 19,Platform
9994,MDK,PS,Playmates,N/A,N/A,N/A,N/A,30th Nov 98,N/A,Shooter
9995,Russian Horror Story,PC,Unknown,N/A,N/A,N/A,0.20m,N/A,26th Feb 19,Visual Novel
9996,Monster Jam,X360,Activision,N/A,N/A,N/A,N/A,13th Nov 07,N/A,Racing
9997,Rock Band Track Pack: Classic Rock,PS2,MTV Games,N/A,N/A,N/A,N/A,19th May 09,N/A,Misc
9998,Ty the Tasmanian Tiger 2: Bush Rescue,GC,Electronic Arts,N/A,7.4,N/A,N/A,12th Oct 04,N/A,Platform
9999,Sniper: Ghost Warrior 2,X360,City Interactive,N/A,N/A,N/A,N/A,12th Mar 13,N/A,Shooter
10000,Speed Punks,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,31st Mar 00,N/A,Racing
10001,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,Activision,N/A,N/A,N/A,N/A,03rd Nov 09,N/A,Adventure
10002,The Legend of Heroes: Ao no Kiseki,PSP,Falcom Corporation,N/A,N/A,N/A,N/A,29th Sep 11,N/A,Role-Playing
10003,Cabela's Survival: Shadows of Katmai,Wii,Activision,N/A,N/A,N/A,N/A,01st Nov 11,N/A,Sports
10004,3rd Super Robot Wars Z: Tengoku-Hen,PSV,Namco Bandai Games,N/A,N/A,N/A,N/A,02nd Apr 15,21st Apr 18,Action
10005,Clive Barker's Jericho,PS3,Codemasters,N/A,5.8,N/A,N/A,23rd Oct 07,N/A,Shooter
10006,Warriors Orochi,PSP,KOEI,N/A,6.4,N/A,N/A,25th Mar 08,N/A,Action
10007,MVP Baseball 2003,XB,EA Sports,N/A,N/A,N/A,N/A,10th Mar 03,N/A,Sports
10008,Earth Defense Force: Insect Armageddon,PS3,D3 Publisher,N/A,6.6,N/A,N/A,05th Jul 11,N/A,Shooter
10009,NCAA Final Four 2004,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,11th Nov 03,N/A,Sports
10010,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,Buena Vista,N/A,N/A,N/A,N/A,14th Nov 05,N/A,Adventure
10011,NBA 07,PSP,Sony Computer Entertainment,N/A,6.9,N/A,N/A,25th Sep 06,04th Dec 18,Sports
10012,Body Harvest,N64,Midway Games,N/A,N/A,N/A,N/A,20th Oct 98,N/A,Shooter
10013,Magical Tetris Challenge,N64,Capcom,N/A,N/A,N/A,N/A,01st Jan 98,N/A,Puzzle
10014,Phantasy Star Universe,PS2,Sega,N/A,6.4,N/A,0.20m,24th Oct 06,N/A,Role-Playing
10015,Roadsters 99,N64,Titus,N/A,6.4,N/A,N/A,30th Nov 99,N/A,Racing
10016,Snowboard Kids,N64,Atlus,N/A,8.0,N/A,N/A,01st Jan 97,N/A,Sports
10017,Disney's Tarzan,N64,Activision,N/A,N/A,N/A,N/A,14th Feb 00,N/A,Platform
10018,Tigger's Honey Hunt,N64,NewKidCo,N/A,7.3,N/A,N/A,01st Nov 00,N/A,Platform
10019,Twisted Edge Extreme Snowboarding,N64,Midway Games,N/A,N/A,N/A,N/A,10th Nov 98,N/A,Sports
10020,Famista 64,N64,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,Sports
10021,Front Mission 5: Scars of the War,PS2,Square Enix,N/A,N/A,N/A,0.20m,29th Dec 05,N/A,Strategy
10022,Global Defence Force,PS2,Essential Games,N/A,N/A,N/A,0.20m,29th Jun 07,N/A,Shooter
10023,Super Robot Taisen 64,N64,Banpresto,N/A,N/A,N/A,N/A,29th Oct 99,N/A,Strategy
10024,San Francisco Rush 2049,N64,Midway Games,N/A,N/A,N/A,N/A,07th Sep 00,N/A,Racing
10025,South Park Rally,N64,Acclaim Entertainment,N/A,4.2,N/A,N/A,29th Feb 00,N/A,Racing
10026,Worms Armageddon,PS,Microprose,N/A,N/A,N/A,0.20m,30th Nov 99,N/A,Strategy
10027,Digimon World DS,DS,Namco Bandai,N/A,N/A,N/A,0.20m,07th Nov 06,N/A,Role-Playing
10028,Battlefield 2: Euro Force,PC,Electronic Arts,N/A,N/A,N/A,0.20m,15th Mar 06,N/A,Shooter
10029,Pac-Man Pinball Advance,GBA,Namco,N/A,N/A,N/A,0.20m,02nd May 05,N/A,Misc
10030,Gothic II,PC,Atari,N/A,8.0,N/A,0.20m,28th Oct 03,N/A,Role-Playing
10031,Gothic,PC,Xicat Interactive,N/A,8.1,N/A,0.20m,23rd Nov 01,N/A,Role-Playing
10032,Worms,XBL,Microsoft,N/A,N/A,N/A,0.20m,07th Mar 07,N/A,Strategy
10033,Age of Wonders,PC,Gathering of Developers,N/A,8.4,N/A,0.20m,31st Oct 99,N/A,Strategy
10034,Disruptor,PS,Universal Interactive,N/A,N/A,N/A,0.20m,20th Nov 96,N/A,Shooter
10035,Worms 2,PC,Microprose,N/A,N/A,N/A,0.20m,31st Dec 97,N/A,Strategy
10036,Fez,XBL,Polytron,N/A,N/A,N/A,0.20m,13th Apr 12,N/A,Platform
10037,Rise of Nightmares,X360,Sega,N/A,5.5,N/A,0.20m,06th Sep 11,N/A,Action
10038,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,Sega,N/A,N/A,N/A,0.20m,04th Aug 11,N/A,Sports
10039,Kamen Rider: Battride War,PS3,Namco Bandai Games,N/A,N/A,N/A,0.20m,23rd May 13,03rd Nov 18,Action
10040,Disgaea 5 Complete,NS,NIS America,N/A,9.0,N/A,0.20m,23rd May 17,25th Feb 18,Role-Playing
10041,Metro Exodus,PC,Deep Silver,N/A,N/A,N/A,0.20m,15th Feb 19,01st Jan 18,Shooter
10042,Agony,PC,PlayWay,N/A,N/A,N/A,0.20m,29th May 18,30th Apr 18,Action
10043,Photo Kano,Series,Kadokawa Games,N/A,N/A,N/A,0.20m,02nd Feb 12,05th Feb 20,Simulation
10044,Nobunaga no Yabo: Tendo,All,Koei Tecmo,N/A,N/A,N/A,0.20m,18th Sep 09,16th Oct 20,Strategy
10045,Worms: Open Warfare,All,THQ,N/A,N/A,N/A,0.20m,22nd Mar 06,26th Jan 21,Strategy
10046,Fate/Extella: The Umbral Star,All,Xseed Games,N/A,N/A,N/A,0.20m,17th Jan 17,30th Jan 21,Action
10047,Toukiden Kiwami,All,Koei Tecmo,N/A,N/A,N/A,0.20m,26th Jun 15,05th Feb 21,Role-Playing
10048,Azur Lane: Crosswave,All,Idea Factory International,N/A,N/A,N/A,0.20m,13th Feb 20,19th Feb 21,Shooter
10049,Carrion,All,Devolver Digital,N/A,N/A,N/A,0.20m,23rd Jul 20,19th Feb 21,Action
10050,Romancing SaGa 2,All,Square,N/A,N/A,N/A,0.20m,10th Dec 93,20th Feb 21,Role-Playing
10051,Dracula: Resurrection,All,DreamCatcher Interactive,N/A,N/A,N/A,0.20m,01st Jun 00,09th Mar 21,Adventure
10052,Atlantis II,All,DreamCatcher Interactive,N/A,N/A,N/A,0.20m,01st Nov 99,20th Mar 21,Adventure
10053,Outpost,All,Sierra Online,N/A,N/A,N/A,0.20m,01st Jan 94,05th Apr 21,Simulation
10054,IHRA Drag Racing 2004,XB,Bethesda Softworks,N/A,N/A,N/A,N/A,01st Dec 03,N/A,Racing
10055,Treasure World,DS,Aspyr,N/A,N/A,N/A,N/A,30th Jun 09,N/A,Simulation
10056,Alien Breed: Impact,PC,Team17 Software,N/A,N/A,N/A,0.20m,03rd Jun 10,N/A,Shooter
10057,Shining Hearts,PSP,Sega,N/A,N/A,N/A,N/A,16th Dec 10,N/A,Role-Playing
10058,SingStar: Back to the 80s,PS3,Sony Computer Entertainment,N/A,N/A,N/A,N/A,28th Oct 11,N/A,Misc
10059,Marvel: Ultimate Alliance 2,DS,Activision,N/A,N/A,N/A,N/A,15th Sep 09,N/A,Role-Playing
10060,Sid Meier's Pirates!,PSP,2K Games,N/A,8.5,N/A,N/A,22nd Jan 07,N/A,Strategy
10061,Cabela's North American Adventures,Wii,Activision,N/A,N/A,N/A,N/A,14th Sep 10,N/A,Sports
10062,Front Mission Evolved,X360,Square Enix,N/A,N/A,N/A,N/A,28th Sep 10,N/A,Shooter
10063,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,Sammy Corporation,N/A,N/A,N/A,N/A,18th Jul 02,N/A,Misc
10064,Namco Museum: 50th Anniversary,GBA,Namco,N/A,N/A,N/A,N/A,30th Aug 05,N/A,Misc
10065,Ford Racing Off Road,PS2,Strategy First,N/A,N/A,N/A,N/A,23rd Sep 08,N/A,Racing
10066,Nobunaga no Yabou: Reppuuden,PS,KOEI,N/A,N/A,N/A,N/A,09th Sep 99,N/A,Strategy
10067,Resident Evil Zero,PC,Capcom,N/A,N/A,N/A,0.20m,19th Jan 16,04th Sep 18,Action-Adventure
10068,Snowman,PC,Unknown,N/A,N/A,N/A,0.20m,N/A,26th Feb 19,Action
10069,The Room Two,PC,Fireproof Games,N/A,N/A,N/A,0.20m,05th Jun 16,31st Dec 17,Adventure
10070,Ashes Cricket 2009,X360,Codemasters,N/A,N/A,N/A,N/A,07th Aug 09,N/A,Sports
10071,The BIGS 2,PS2,2K Sports,N/A,N/A,N/A,N/A,07th Jul 09,N/A,Sports
10072,Sleeping Dogs: Definitive Edition,XOne,Square Enix,N/A,7.5,N/A,N/A,14th Oct 14,01st May 18,Action-Adventure
10073,Project CARS 2,XOne,Namco Bandai Games,N/A,N/A,N/A,N/A,22nd Sep 17,N/A,Racing
10074,Press Your Luck 2010 Edition,DS,Ubisoft,N/A,N/A,N/A,N/A,27th Oct 09,N/A,Misc
10075,Mat Hoffman's Pro BMX 2,XB,Activision,N/A,N/A,N/A,N/A,12th Aug 02,N/A,Sports
10076,Treasure Hunter G,SNES,Square,N/A,N/A,N/A,N/A,24th May 96,N/A,Role-Playing
10077,From Russia With Love,XB,Electronic Arts,N/A,N/A,N/A,N/A,01st Nov 05,N/A,Action
10078,Wing Arms,SAT,Sega,N/A,N/A,N/A,N/A,01st Jan 95,N/A,Shooter
10079,Marvel Super Hero Squad: Comic Combat,PS3,THQ,N/A,N/A,N/A,N/A,15th Nov 11,N/A,Action
10080,Space Pilgrim Episode I: Alpha Centauri,PC,GrabTheGames,N/A,N/A,N/A,0.20m,21st Dec 15,27th Feb 19,Adventure
10081,Pro Yakyuu Spirits 2013,PS3,Konami Digital Entertainment,N/A,N/A,N/A,N/A,20th Mar 13,03rd Nov 18,Sports
10082,Full Mojo Rampage,PC,Over The Top Games,N/A,N/A,N/A,0.20m,08th May 14,N/A,Misc
10083,Titanfall 2    Read the review,PC,Electronic Arts,N/A,N/A,N/A,N/A,28th Oct 16,29th Jun 18,Shooter
10084,Ridge Racer 6,X360,Namco,N/A,7.9,N/A,N/A,17th Nov 05,N/A,Racing
10085,Cabela's Big Game Hunter (2008),PS2,Activision,N/A,N/A,N/A,N/A,06th Nov 07,N/A,Sports
10086,Record of Agarest War,X360,Aksys Games,N/A,7.0,N/A,N/A,27th Apr 10,N/A,Role-Playing
10087,The Cheetah Girls: Passport to Stardom,DS,Disney Interactive Studios,N/A,N/A,N/A,N/A,13th Aug 08,N/A,Misc
10088,Grandia II,DC,Ubisoft,N/A,8.6,N/A,N/A,06th Dec 00,N/A,Role-Playing
10089,Just Hero,PC,Unknown,N/A,N/A,N/A,0.20m,N/A,27th Feb 19,Platform
10090,Namco Museum Vol.4,PS,Namco,N/A,N/A,N/A,N/A,30th Jun 97,N/A,Misc
10091,Classic NES Series: Ice Climber,GBA,Nintendo,N/A,6.1,N/A,N/A,02nd Jun 04,N/A,Platform
10092,Neighborhood Games,Wii,THQ,N/A,N/A,N/A,N/A,12th Jan 09,N/A,Misc
10093,Shark Tale,XB,Activision,N/A,N/A,N/A,N/A,27th Sep 04,N/A,Action
10094,UFC Personal Trainer: The Ultimate Fitness System,Wii,THQ,N/A,N/A,N/A,N/A,12th Jul 11,N/A,Sports
10095,NFL Street 2,GC,EA Sports BIG,N/A,8.2,N/A,N/A,22nd Dec 04,N/A,Sports
10096,God Eater Resurrection,PSV,Namco Bandai Games,N/A,N/A,N/A,N/A,01st Oct 16,10th Jun 18,Action
10097,Pro Yakyuu Spirits 2013,PSP,Konami Digital Entertainment,N/A,N/A,N/A,N/A,20th Mar 13,03rd Nov 18,Sports
10098,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,Konami,N/A,N/A,N/A,N/A,01st Nov 05,N/A,Action
10099,My Secret World by Imagine,DS,Ubisoft,N/A,N/A,N/A,N/A,16th Sep 08,N/A,Misc
10100,Gladius,PS2,LucasArts,N/A,N/A,N/A,N/A,28th Oct 03,N/A,Strategy
10101,CSI: Unsolved!,DS,Ubisoft,N/A,N/A,N/A,N/A,23rd Nov 10,N/A,Adventure
10102,Skylanders: SuperChargers Racing,3DS,Activision,N/A,N/A,N/A,N/A,20th Sep 15,06th Apr 18,Action-Adventure
10103,Untold Legends: Dark Kingdom,PS3,Sony Online Entertainment,N/A,N/A,N/A,N/A,13th Nov 06,16th Sep 18,Role-Playing
10104,Dave Mirra Freestyle BMX 2,XB,Acclaim Entertainment,N/A,N/A,N/A,N/A,28th Nov 01,N/A,Sports
10105,Dante's Inferno    Read the review,PSP,Electronic Arts,7.0,6.6,N/A,N/A,02nd Mar 10,N/A,Action
10106,Soldier of Fortune: Payback,X360,Activision,N/A,N/A,N/A,N/A,13th Nov 07,N/A,Shooter
10107,Arcana Heart 3,PS3,Aksys Games,N/A,7.0,N/A,N/A,23rd Sep 14,N/A,Fighting
10108,Avorion,PC,Unknown,N/A,N/A,N/A,0.20m,N/A,27th Feb 19,Sandbox
10109,Pro Yakyuu Spirits 2012,PSP,Konami Digital Entertainment,N/A,N/A,N/A,N/A,29th Mar 12,03rd Nov 18,Sports
10110,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,THQ,N/A,N/A,N/A,N/A,18th Dec 02,N/A,Platform
10111,The Walking Dead: Michonne    Read the review,PC,Telltale Games,N/A,N/A,N/A,0.20m,28th Feb 16,N/A,Adventure
10112,Nanoborg,PC,Unknown,N/A,N/A,N/A,0.20m,N/A,27th Feb 19,Action
10113,Afro Samurai    Read the review,PS3,Namco Bandai,5.7,6.5,N/A,N/A,27th Jan 09,N/A,Action
10114,Taiko no Tatsujin: Go! Go! Godaime,PS2,Namco,N/A,N/A,N/A,N/A,09th Dec 04,N/A,Misc
10115,Taiko Drum Master,PS2,Namco,N/A,8.1,N/A,N/A,26th Oct 04,N/A,Misc
10116,Bust-A-Move 2 Arcade Edition,PS,Acclaim Entertainment,N/A,6.9,N/A,N/A,29th Mar 96,N/A,Puzzle
10117,Bleach: The 3rd Phantom,DS,Sega,N/A,N/A,N/A,N/A,15th Sep 09,N/A,Role-Playing
10118,Solatorobo: Red the Hunter,DS,Xseed Games,N/A,7.6,N/A,N/A,27th Sep 11,N/A,Role-Playing
10119,Tetris Worlds (Online Edition),XB,THQ,N/A,N/A,N/A,N/A,13th Jun 03,N/A,Puzzle
10120,Super Baseball Simulator 1.000,SNES,Culture Brain,N/A,N/A,N/A,N/A,01st Dec 91,N/A,Sports
10121,Forgotten Realms: Demon Stone,PS2,Atari,N/A,N/A,N/A,N/A,14th Sep 04,N/A,Action
10122,Battleborn,PC,2K Games,N/A,N/A,N/A,N/A,03rd May 16,N/A,Shooter
10123,Looney Tunes: Space Race,PS2,Infogrames,N/A,N/A,N/A,N/A,27th May 02,N/A,Racing
10124,Just Dance 2: Extra Songs,Wii,Ubisoft,N/A,N/A,N/A,N/A,15th Jul 11,N/A,Misc
10125,Puzzle Challenge: Crosswords and More!,PSP,Crave Entertainment,N/A,6.4,N/A,N/A,09th Jun 06,N/A,Puzzle
10126,Mahjongg Mysteries: Ancient Egypt,DS,Destineer,N/A,N/A,N/A,N/A,24th Jun 10,N/A,Puzzle
10127,Backyard Hockey,GBA,Atari,N/A,6.0,N/A,N/A,09th Oct 03,N/A,Sports
10128,Rock Band Track Pack Volume 2,X360,MTV Games,N/A,N/A,N/A,N/A,17th Nov 08,N/A,Misc
10129,Yoga: The first 100% Experience,Wii,DreamCatcher Interactive,N/A,N/A,N/A,N/A,07th Dec 09,04th Jan 18,Sports
10130,Playboy: The Mansion,PS2,ARUSH Entertainment,N/A,N/A,N/A,N/A,25th Jan 05,N/A,Simulation
10131,X-Men Origins: Wolverine,DS,Activision,N/A,N/A,N/A,N/A,01st May 09,N/A,Action
10132,Jikkyou Powerful Pro Yakyuu 2010,PSP,Konami,N/A,N/A,N/A,N/A,15th Jul 10,N/A,Sports
10133,Tom Clancy's Splinter Cell: Essentials,PSP,Ubisoft,N/A,5.6,N/A,N/A,21st Mar 06,N/A,Shooter
10134,Life is Feudal: Forest Village,PC,Unknown,N/A,N/A,N/A,0.20m,N/A,27th Feb 19,Simulation
10135,Agents of Mayhem,PS4,Deep Silver,N/A,N/A,N/A,N/A,15th Aug 17,24th Jun 18,Action
10136,Ore no Shikabane o Koete Yuke,PSP,Sony Computer Entertainment,N/A,N/A,N/A,N/A,10th Nov 11,N/A,Role-Playing
10137,Captain America: Super Soldier,PS3,Sega,N/A,6.2,N/A,N/A,19th Jul 11,N/A,Action
10138,Shaman King: Spirit of Shamans,PS,Bandai,N/A,N/A,N/A,N/A,06th Jun 02,N/A,Action
10139,Tiger Woods PGA Tour 06,PSP,EA Sports,N/A,8.0,N/A,N/A,26th Sep 05,N/A,Sports
10140,Ratatouille,GBA,THQ,N/A,6.8,N/A,N/A,26th Jun 07,N/A,Platform
10141,The Fairly Odd Parents: Enter the Cleft,GBA,THQ,N/A,N/A,N/A,N/A,04th Nov 02,N/A,Platform
10142,Armored Core 4,PS3,Sega,N/A,6.6,N/A,N/A,20th Mar 07,N/A,Simulation
10143,Shin Megami Tensei: Strange Journey Redux    Read the review,3DS,Atlus,8.0,N/A,N/A,N/A,15th May 18,22nd Jun 18,Role-Playing
10144,Baja: Edge of Control,X360,THQ,N/A,5.0,N/A,N/A,22nd Sep 08,N/A,Racing
10145,MC Groovz Dance Craze,GC,Mad Catz,N/A,2.5,N/A,N/A,22nd Nov 04,N/A,Misc
10146,No More Heroes: Heroes' Paradise,PS3,Konami,N/A,7.4,N/A,N/A,16th Aug 11,N/A,Action
10147,The Thing,XB,VU Games,N/A,N/A,N/A,N/A,09th Sep 02,N/A,Adventure
10148,Tom and Jerry in House Trap,PS,Mattel Interactive,N/A,N/A,N/A,N/A,24th Nov 00,N/A,Action
10149,Power Rangers: Time Force,GBA,THQ,N/A,N/A,N/A,N/A,15th Sep 01,N/A,Action
10150,Labyronia RPG 2,PC,Unknown,N/A,N/A,N/A,0.20m,N/A,27th Feb 19,Role-Playing
10151,Chronicles of Mystery: Curse of the Ancient Temple,DS,City Interactive,N/A,N/A,N/A,N/A,27th Oct 09,N/A,Adventure
10152,MotoGP 14,PS4,Namco Bandai Games,N/A,N/A,N/A,N/A,04th Nov 14,03rd Nov 18,Racing
10153,Total War: Shogun 2 - Fall of the Samurai,PC,Sega,N/A,N/A,N/A,N/A,23rd Mar 12,03rd Nov 18,Strategy
10154,Jikkyou Powerful Pro Yakyuu 2011,PSP,Konami,N/A,N/A,N/A,N/A,14th Jul 11,N/A,Sports
10155,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,Shogakukan,N/A,N/A,N/A,N/A,07th Dec 06,N/A,Misc
10156,Baldur's Gate: Dark Alliance,XB,Interplay,N/A,N/A,N/A,N/A,22nd Oct 02,N/A,Role-Playing
10157,Prince of Persia: Warrior Within,GC,Ubisoft,N/A,8.2,N/A,N/A,30th Nov 04,N/A,Adventure
10158,Warriors Orochi,X360,KOEI,N/A,N/A,N/A,N/A,18th Sep 07,N/A,Action
10159,UFC: Tapout,XB,Crave Entertainment,N/A,N/A,N/A,N/A,17th Feb 02,N/A,Fighting
10160,Aikatsu! Cinderella Lesson,3DS,Namco Bandai Games,N/A,N/A,N/A,N/A,15th Nov 12,03rd Nov 18,Simulation
10161,Batman: Return to Arkham,XOne,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,18th Oct 16,10th Jun 18,Action
10162,Way of the Samurai 4,PS3,Acquire,N/A,N/A,N/A,N/A,03rd Mar 11,N/A,Action
10163,Predator: Concrete Jungle,PS2,VU Games,N/A,N/A,N/A,N/A,26th Apr 05,N/A,Action
10164,Big Mutha Truckers 2,PS2,THQ,N/A,N/A,N/A,N/A,23rd Aug 05,N/A,Racing
10165,The Naked Brothers Band: The Video Game,DS,THQ,N/A,N/A,N/A,N/A,20th Oct 08,N/A,Misc
10166,Sid Meier's Starships,PC,2K Games,N/A,N/A,N/A,0.20m,12th Mar 15,N/A,Strategy
10167,X-Men Origins: Wolverine,PSP,Activision,N/A,5.4,N/A,N/A,01st May 09,N/A,Action
10168,Injustice: Gods Among Us,WiiU,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,16th Apr 13,22nd Apr 18,Fighting
10169,NHL FaceOff 2001,PS2,Sony Computer Entertainment,N/A,4.6,N/A,N/A,05th Feb 01,N/A,Sports
10170,Mana Khemia 2: Fall of Alchemy    Read the review,PS2,NIS America,7.5,8.2,N/A,N/A,25th Aug 09,N/A,Role-Playing
10171,The Great Escape,PS2,Gotham Games,N/A,N/A,N/A,N/A,23rd Jul 03,N/A,Action
10172,Dexter's Lab Chess Challenge,GBA,BAM! Entertainment,N/A,N/A,N/A,N/A,15th Oct 02,N/A,Misc
10173,Dead or Alive Paradise    Read the review,PSP,Tecmo,3.7,4.5,N/A,N/A,30th Mar 10,N/A,Misc
10174,Shutter Island,PC,Merscom LLC,N/A,N/A,N/A,N/A,02nd Oct 09,N/A,Adventure
10175,Magazime Editor,PC,Unknown,N/A,N/A,N/A,0.19m,N/A,27th Feb 19,Simulation
10176,Big Mutha Truckers,XB,THQ,N/A,N/A,N/A,N/A,20th Jun 03,N/A,Racing
10177,ESA Foundation Compilation,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,10th Nov 05,N/A,Misc
10178,Nascar Unleashed,3DS,Activision,N/A,N/A,N/A,N/A,01st Nov 11,N/A,Racing
10179,The Hobbit,GBA,Sierra Entertainment,N/A,6.5,N/A,N/A,11th Nov 03,N/A,Role-Playing
10180,Odin Sphere: Leifthrasir,PSV,Atlus,N/A,N/A,N/A,N/A,07th Jun 16,N/A,Role-Playing
10181,Need for Speed: The Run,3DS,Electronic Arts,N/A,N/A,N/A,N/A,15th Nov 11,N/A,Racing
10182,The King of Fighters XI,PS2,SNK Playmore,N/A,N/A,N/A,N/A,13th Nov 07,N/A,Fighting
10183,Harry Potter and the Goblet of Fire,PSP,Electronic Arts,N/A,7.2,N/A,N/A,15th Nov 05,N/A,Adventure
10184,Call of Duty: Modern Warfare Remastered,PC,Activision,N/A,N/A,N/A,0.19m,01st Jan 18,14th Jan 18,Shooter
10185,Family Guy,PSP,2K Games,N/A,5.5,N/A,N/A,16th Oct 06,N/A,Adventure
10186,Rune Factory: Tides of Destiny,Wii,Natsume,N/A,N/A,N/A,N/A,11th Oct 11,N/A,Role-Playing
10187,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,Bandai,N/A,N/A,N/A,N/A,31st May 96,N/A,Fighting
10188,Pac-Man & Galaga Dimensions,3DS,Namco Bandai,N/A,5.7,N/A,N/A,26th Jul 11,05th Jan 19,Action
10189,Valkyria Chronicles 4,NS,Sega,N/A,8.6,N/A,N/A,25th Sep 18,11th Sep 18,Strategy
10190,Crab Dub,PC,Unknown,N/A,N/A,N/A,0.19m,N/A,27th Feb 19,Action
10191,NBA Ballers: Chosen One,X360,Midway Games,N/A,N/A,N/A,N/A,21st Apr 08,N/A,Sports
10192,Spectrobes: Origins,Wii,Disney Interactive Studios,N/A,7.4,N/A,N/A,18th Aug 09,N/A,Role-Playing
10193,Iron Chef America: Supreme Cuisine,DS,Destineer,N/A,N/A,N/A,N/A,18th Nov 08,N/A,Simulation
10194,Sniper Elite,PS2,Namco,N/A,N/A,N/A,N/A,18th Oct 05,N/A,Shooter
10195,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,Sega,N/A,N/A,N/A,N/A,08th Dec 05,N/A,Action
10196,Among The Sleep    Read the review,PC,Krillbite Studio,7.2,N/A,N/A,0.19m,29th May 14,23rd Nov 18,Adventure
10197,Parlor! Mini 4,SNES,Nippon Telenet,N/A,N/A,N/A,N/A,29th Nov 96,N/A,Misc
10198,Breath of Fire II,GBA,Capcom,N/A,8.6,N/A,N/A,16th Apr 02,N/A,Role-Playing
10199,BARRIER X,PC,Unknown,N/A,N/A,N/A,0.19m,N/A,28th Feb 19,Racing
10200,Danganronpa 2: Goodbye Despair,PSP,Spike,N/A,N/A,N/A,N/A,26th Jul 12,11th Jan 18,Adventure
10201,Conan,X360,THQ,N/A,7.1,N/A,N/A,23rd Oct 07,N/A,Action
10202,Ice Age 2: The Meltdown,GC,Vivendi Games,N/A,7.4,N/A,N/A,14th Mar 06,N/A,Platform
10203,Petz Pony: Beauty Pageant,DS,Ubisoft,N/A,N/A,N/A,N/A,13th Oct 09,N/A,Simulation
10204,Steins;Gate,PSP,Kadokawa Shoten,N/A,N/A,N/A,N/A,23rd Jun 11,04th Jul 18,Visual Novel
10205,Dinotopia: The Timestone Pirates,GBA,TDK Core,N/A,6.1,N/A,N/A,30th Apr 02,N/A,Action
10206,Dishonored: Definitive Edition,XOne,Bethesda Softworks,N/A,N/A,N/A,N/A,25th Aug 15,04th Apr 18,Action
10207,Power Pro Kun Pocket 12,DS,Konami,N/A,N/A,N/A,N/A,03rd Dec 09,N/A,Sports
10208,Rise of the Argonauts,PS3,Codemasters,N/A,5.3,N/A,N/A,16th Dec 08,N/A,Action
10209,Peter Jackson's King Kong: The Official Game of the Movie,PSP,Ubisoft,N/A,6.0,N/A,N/A,20th Dec 05,N/A,Action
10210,Rock Band Country Track Pack,PS3,MTV Games,N/A,N/A,N/A,N/A,21st Jul 09,N/A,Misc
10211,One Piece: Burning Blood,XOne,Namco Bandai Games,N/A,N/A,N/A,N/A,31st May 16,23rd May 18,Fighting
10212,New Love Plus,3DS,Konami,N/A,N/A,N/A,N/A,24th Feb 12,N/A,Simulation
10213,J-League Jikkyou Winning Eleven 3,PS,Konami,N/A,N/A,N/A,N/A,11th Dec 97,N/A,Sports
10214,Are You Smarter Than a 5th Grader? Back to School,Wii,Nintendo,N/A,N/A,N/A,N/A,02nd Nov 10,N/A,Misc
10215,We Wish You A Merry Christmas,Wii,Destineer,N/A,N/A,N/A,N/A,27th Oct 09,N/A,Action
10216,Jissen Pachi-Slot Hisshouhou,SNES,Sammy Corporation,N/A,N/A,N/A,N/A,26th Nov 93,N/A,Misc
10217,Hot Wheels: Track Attack,Wii,THQ,N/A,N/A,N/A,N/A,23rd Nov 10,N/A,Racing
10218,Manhunt,XB,Rockstar Games,N/A,7.7,N/A,N/A,20th Apr 04,N/A,Action
10219,Death Coming,PC,Zodiac Interactive,N/A,N/A,N/A,0.19m,06th Nov 17,20th Apr 19,Puzzle
10220,Pet Zombies,3DS,Majesco,N/A,N/A,N/A,N/A,18th Oct 11,N/A,Simulation
10221,NCAA Final Four 2003,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,27th Nov 02,N/A,Sports
