Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre 
8575,My Japanese Coach,DS,Ubisoft,N/A,N/A,N/A,N/A,15th Oct 08,N/A,Misc
8576,Are You Smarter than a 5th Grader? Game Time,Wii,THQ,N/A,N/A,N/A,N/A,26th Oct 09,N/A,Puzzle
8577,Friday the 13th: The Game,XOne,Gun Media,N/A,N/A,N/A,N/A,13th Oct 17,30th May 18,Action
8578,America's Test Kitchen: Let's Get Cooking,DS,Nintendo,N/A,8.5,N/A,N/A,28th Mar 10,N/A,Simulation
8579,And1 Streetball,PS2,Ubisoft,N/A,N/A,N/A,N/A,06th Jun 06,N/A,Sports
8580,Aikatsu! 2-nin no My Princess,3DS,Namco Bandai Games,N/A,N/A,N/A,N/A,21st Nov 13,24th Oct 18,Simulation
8581,Day of the Tentacle Remastered,PC,Unknown,N/A,N/A,N/A,0.27m,N/A,18th Feb 19,Adventure
8582,Sonic X: Game Boy Advance Video Volume 1,GBA,Majesco,N/A,N/A,N/A,N/A,14th May 04,N/A,Misc
8583,ESPN NBA Basketball,XB,Sega,N/A,N/A,N/A,N/A,22nd Oct 03,N/A,Sports
8584,Gallop Racer 2: One and Only Road to Victory,PS,Tecmo,N/A,N/A,N/A,N/A,20th Nov 97,N/A,Sports
8585,Mega Man Legacy Collection,XOne,Capcom,N/A,N/A,N/A,0.27m,25th Aug 15,29th May 18,Platform
8586,Project CARS 2,PC,Namco Bandai Games,N/A,N/A,N/A,0.26m,22nd Sep 17,N/A,Racing
8587,All-Pro Football 2K8,X360,2K Sports,N/A,7.5,N/A,N/A,16th Jul 07,N/A,Sports
8588,Lowrider,PS2,Jaleco,N/A,N/A,N/A,N/A,20th Nov 03,N/A,Misc
8589,The Adventures of Tintin: The Game,PS3,Ubisoft,N/A,N/A,N/A,N/A,06th Dec 11,N/A,Adventure
8590,Total War: Attila,PC,Sega,N/A,N/A,N/A,N/A,17th Feb 15,29th May 18,Strategy
8591,Tropico 4,PC,Kalypso,N/A,7.9,N/A,N/A,30th Aug 11,N/A,Strategy
8592,Dungeons & Dragons: Eye of the Beholder,GBA,Atari,N/A,4.8,N/A,N/A,30th Oct 02,N/A,Role-Playing
8593,Etrian Odyssey: Millennium Girl,3DS,Atlus,N/A,8.1,N/A,N/A,01st Oct 13,10th Dec 18,Role-Playing
8594,Fish Tycoon,DS,Majesco,N/A,N/A,N/A,N/A,16th Oct 07,N/A,Simulation
8595,Pool of Radiance,All,Strategic Simulations,N/A,N/A,N/A,0.26m,01st Jun 88,26th Mar 21,Role-Playing
8596,Camera Obscura,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Action-Adventure
8597,R.U.S.E.,PC,Ubisoft,N/A,8.0,N/A,N/A,07th Sep 10,N/A,Strategy
8598,FIFA 18,X360,EA Sports,N/A,N/A,N/A,N/A,29th Sep 17,02nd Apr 18,Sports
8599,Gundam Breaker,PS3,Namco Bandai Games,N/A,N/A,N/A,N/A,27th Jun 13,27th Oct 18,Misc
8600,The House of the Dead 2,DC,Sega,N/A,7.5,N/A,N/A,09th Sep 99,N/A,Shooter
8601,Asura's Wrath,X360,Capcom,N/A,N/A,N/A,N/A,21st Feb 12,N/A,Action
8602,Take Thy Throne,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Action-Adventure
8603,The Incredible Hulk,PS3,Sega,N/A,5.6,N/A,N/A,05th Jun 08,N/A,Action
8604,The Incredible Hulk,X360,Sega,N/A,N/A,N/A,N/A,05th Jun 08,N/A,Action
8605,Rune: Viking Warlord,PS2,Take-Two Interactive,N/A,N/A,N/A,N/A,28th Jul 01,N/A,Action
8606,Panzer Dragoon Orta,XB,Sega,N/A,8.8,N/A,N/A,12th Jan 03,N/A,Shooter
8607,Jikkyou Powerful Pro Yakyuu 2013,PS3,Konami Digital Entertainment,N/A,N/A,N/A,N/A,24th Oct 13,27th Oct 18,Sports
8608,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,Konami,N/A,N/A,N/A,N/A,25th Dec 99,N/A,Sports
8609,Ninja Gaiden Sigma Plus,PSV,Tecmo Koei,N/A,N/A,N/A,N/A,22nd Feb 12,N/A,Action
8610,Dead Rising 2: Off the Record,PC,Capcom,N/A,6.8,N/A,0.26m,11th Oct 11,N/A,Action
8611,Etrian Odyssey II: Heroes of Lagaard,DS,Atlus,N/A,8.4,N/A,N/A,13th Jun 08,N/A,Role-Playing
8612,Superman Returns,X360,Electronic Arts,N/A,5.0,N/A,N/A,20th Nov 06,N/A,Action
8613,King's Field II,PS,ASCII Entertainment,N/A,7.3,N/A,N/A,31st Oct 96,N/A,Role-Playing
8614,Bit Blaster XL,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Shooter
8615,NCAA Gamebreaker,PS,Sony Computer Entertainment,N/A,6.3,N/A,N/A,31st Aug 96,N/A,Sports
8616,Petz: Horsez 2,PS2,Ubisoft,N/A,N/A,N/A,N/A,14th Nov 07,N/A,Simulation
8617,NPPL Championship Paintball 2009,PS2,Activision,N/A,N/A,N/A,N/A,18th Nov 08,N/A,Shooter
8618,Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,3DS,Level 5,N/A,N/A,N/A,N/A,05th Dec 13,31st Aug 18,Role-Playing
8619,Tomba!,PS,Sony Computer Entertainment,N/A,8.6,N/A,N/A,30th Jun 98,N/A,Platform
8620,Love Plus,DS,Konami,N/A,N/A,N/A,N/A,03rd Sep 09,N/A,Simulation
8621,MLB SlugFest 2006,PS2,Midway Games,N/A,N/A,N/A,N/A,05th Jun 06,N/A,Sports
8622,Family Feud: 2010 Edition,DS,Ubisoft,N/A,N/A,N/A,N/A,29th Sep 09,N/A,Misc
8623,Deadly Premonition    Read the review,X360,Ignition Entertainment,4.0,6.0,7.8,N/A,23rd Feb 10,N/A,Action
8624,Angry Birds Trilogy,X360,Activision,N/A,N/A,N/A,N/A,25th Sep 12,12th Jul 18,Puzzle
8625,Virtua Racing,GEN,Sega,N/A,N/A,N/A,N/A,14th Mar 94,N/A,Racing
8626,Rugrats: I Gotta Go Party,GBA,THQ,N/A,N/A,N/A,N/A,08th Nov 02,N/A,Action
8627,DS Bungaku Zenshuu,DS,Nintendo,N/A,N/A,N/A,N/A,18th Oct 07,N/A,Misc
8628,Bolt,PS2,Disney Interactive Studios,N/A,N/A,N/A,N/A,18th Nov 08,N/A,Adventure
8629,TV Superstars,PS3,Sony Computer Entertainment,N/A,6.2,N/A,N/A,12th Oct 10,N/A,Misc
8630,Major League Baseball 2K10,Wii,2K Sports,N/A,5.0,N/A,N/A,02nd Mar 10,N/A,Sports
8631,Ford Racing 3,PS2,2K Games,N/A,N/A,N/A,N/A,22nd Mar 05,N/A,Racing
8632,Phantasy Star Universe: Ambition of the Illuminus,PS2,Sega,N/A,N/A,N/A,N/A,20th Nov 07,N/A,Role-Playing
8633,Ultimate Marvel vs. Capcom 3,PS4,Capcom,N/A,N/A,N/A,N/A,07th Mar 17,N/A,Fighting
8634,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,THQ,N/A,6.0,N/A,N/A,25th Sep 02,N/A,Action
8635,Stella Glow,3DS,Atlus,N/A,7.5,8.0,N/A,17th Nov 15,30th May 18,Role-Playing
8636,Sengoku Basara 2,PS2,Capcom,N/A,N/A,N/A,N/A,27th Jul 06,N/A,Action
8637,Stealth Inc 2: A Game of Clones,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Action-Adventure
8638,Hey Arnold! The Movie,GBA,THQ,N/A,5.5,N/A,N/A,29th May 02,N/A,Platform
8639,Final Fantasy V Advance,GBA,Nintendo,N/A,8.2,N/A,N/A,06th Nov 06,N/A,Role-Playing
8640,Need for Speed: Most Wanted,GBA,Electronic Arts,N/A,N/A,N/A,N/A,15th Nov 05,N/A,Racing
8641,Star Trek: Invasion,PS,Activision,N/A,N/A,N/A,N/A,23rd Aug 00,N/A,Simulation
8642,Wizard of Legend,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Action-Adventure
8643,Star Wars: Bounty Hunter,GC,LucasArts,N/A,N/A,N/A,N/A,07th Dec 02,N/A,Shooter
8644,Assassin's Creed Syndicate,PC,Ubisoft,N/A,N/A,N/A,N/A,19th Nov 15,14th Jan 18,Action
8645,Bratz: The Movie,Wii,THQ,N/A,N/A,N/A,N/A,24th Sep 07,N/A,Simulation
8646,Mega Man Legacy Collection,3DS,Capcom,N/A,N/A,N/A,N/A,23rd Feb 16,29th May 18,Platform
8647,Sword Art Online: Hollow Realization,PSV,Namco Bandai Games,N/A,N/A,N/A,N/A,01st Jan 18,22nd Mar 19,Role-Playing
8648,Tom and Jerry in War of the Whiskers,PS2,NewKidCo,N/A,N/A,N/A,N/A,18th Nov 02,N/A,Fighting
8649,Ace Attorney Investigations 2,DS,Capcom,N/A,N/A,N/A,N/A,03rd Feb 11,N/A,Adventure
8650,Scene It? Twilight,Wii,Konami,N/A,N/A,N/A,N/A,29th Nov 09,N/A,Misc
8651,TouchMaster 3(Others sales),DS,Warner Bros. Interactive,N/A,N/A,N/A,N/A,23rd Oct 09,N/A,Puzzle
8652,Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2K Play,N/A,N/A,N/A,N/A,03rd Nov 09,N/A,Misc
8653,Inazuma Eleven Strikers,Wii,Level 5,N/A,N/A,N/A,N/A,16th Jul 11,31st Aug 18,Sports
8654,Jikkyou Powerful Pro Yakyuu 2011,PS3,Konami,N/A,N/A,N/A,N/A,14th Jul 11,N/A,Sports
8655,Major League Baseball 2K9,Wii,2K Sports,N/A,N/A,N/A,N/A,03rd Mar 09,N/A,Sports
8656,Spider-Man: Web of Shadows,PS3,Activision,N/A,6.9,N/A,N/A,21st Oct 08,N/A,Action
8657,Asphalt: Injection,PSV,Ubisoft,N/A,N/A,N/A,N/A,14th Feb 12,N/A,Racing
8658,Call of Duty: Modern Warfare 3: Defiance,DS,Activision,N/A,N/A,N/A,N/A,08th Nov 11,N/A,Shooter
8659,Dishonored 2,PC,Bethesda Softworks,N/A,N/A,N/A,N/A,10th Nov 16,16th Jul 19,Action
8660,Battlestations: Midway,X360,Eidos Interactive,N/A,N/A,N/A,N/A,30th Jan 07,N/A,Strategy
8661,Yakuza: Ishin,PS3,Sega,N/A,N/A,N/A,N/A,22nd Feb 14,02nd Jan 18,Adventure
8662,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,Konami,N/A,N/A,N/A,N/A,14th Mar 06,N/A,Misc
8663,Next Day: Survival,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Action-Adventure
8664,Power Pro Kun Pocket 5,GBA,Konami,N/A,N/A,N/A,N/A,23rd Jan 03,N/A,Sports
8665,Konjiki no Gashbell!! Makai no Bookmark,GBA,Banpresto,N/A,N/A,N/A,N/A,16th Jul 04,N/A,Adventure
8666,Riding Spirits,PS2,BAM! Entertainment,N/A,N/A,N/A,N/A,31st Aug 02,N/A,Racing
8667,Legend of Grimrock 2,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Role-Playing
8668,Samurai Warriors 4,PS3,Tecmo Koei,N/A,N/A,N/A,N/A,21st Oct 14,29th Oct 18,Fighting
8669,Bust A Groove 2,PS,Enix,N/A,7.0,N/A,N/A,31st Mar 99,N/A,Misc
8670,Petz: Crazy Monkeyz,Wii,Ubisoft,N/A,3.5,N/A,N/A,18th Nov 08,N/A,Simulation
8671,Deep Space Dash,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Action
8672,Sengoku Basara: Battle Heroes,PSP,Capcom,N/A,N/A,N/A,N/A,09th Apr 09,N/A,Action
8673,Armorines: Project S.W.A.R.M.,N64,Acclaim Entertainment,N/A,6.2,N/A,N/A,30th Nov 99,N/A,Shooter
8674,Chromehounds,X360,Sega,N/A,6.4,N/A,0.26m,11th Jul 06,N/A,Simulation
8675,Duke Nukem: Zero Hour,N64,GT Interactive,N/A,N/A,N/A,N/A,01st Aug 99,N/A,Shooter
8676,Nightmare Creatures,N64,Activision,N/A,7.1,N/A,N/A,01st Jan 97,N/A,Action
8677,Star Wars Episode I: Battle for Naboo,N64,LucasArts,N/A,8.5,N/A,N/A,13th Dec 00,N/A,Simulation
8678,Samurai Warriors Chronicles,3DS,Tecmo Koei,N/A,5.4,N/A,0.26m,27th Mar 11,04th Aug 18,Action
8679,SD Gundam G Generation: Overworld,PSP,Namco Bandai Games,N/A,N/A,N/A,0.26m,27th Sep 12,18th Oct 18,Strategy
8680,NCAA March Madness 08,PS2,EA Sports,N/A,N/A,N/A,N/A,11th Dec 07,N/A,Sports
8681,Armored Core: Nexus,PS2,Agetec,N/A,N/A,N/A,N/A,28th Sep 04,N/A,Simulation
8682,Summer Sports 2: Island Sports Party,Wii,Destineer,N/A,N/A,N/A,N/A,18th Dec 08,N/A,Sports
8683,Evolution Skateboarding,PS2,Konami,N/A,N/A,N/A,N/A,09th Oct 02,N/A,Sports
8684,FIFA 14,3DS,EA Sports,N/A,N/A,N/A,N/A,24th Sep 13,15th Sep 18,Sports
8685,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,NewKidCo,N/A,N/A,N/A,N/A,13th Dec 02,N/A,Adventure
8686,Imagine: Fashion Party,Wii,Ubisoft,N/A,N/A,N/A,N/A,03rd Feb 09,N/A,Simulation
8687,Don King Boxing,Wii,2K Sports,N/A,N/A,N/A,N/A,31st Mar 09,N/A,Sports
8688,Babysitting Mania,DS,Majesco,N/A,N/A,N/A,N/A,23rd Sep 08,N/A,Simulation
8689,Outlaw Volleyball,XB,Simon & Schuster Interactive,N/A,N/A,N/A,N/A,09th Jul 03,N/A,Sports
8690,Batman: Vengeance,GC,Ubisoft,N/A,7.0,N/A,N/A,17th Nov 01,N/A,Adventure
8691,RealSports Football,2600,Atari,N/A,N/A,N/A,N/A,01st Jan 82,N/A,Sports
8692,Tiger Woods PGA Tour 10,PS2,EA Sports,N/A,N/A,N/A,N/A,08th Jun 09,N/A,Sports
8693,Army of Two: The Devil's Cartel,X360,Electronic Arts,N/A,N/A,N/A,N/A,26th Mar 13,19th Oct 18,Shooter
8694,Labyronia RPG,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Role-Playing
8695,The Legend of Heroes: Trails of Cold Steel II,PSV,Xseed Games,N/A,N/A,N/A,N/A,06th Sep 16,29th Oct 18,Role-Playing
8696,Yakuza Zero: The Place of Oath,PS3,Sega,N/A,N/A,N/A,N/A,12th Mar 15,03rd Jan 18,Adventure
8697,Postal,PC,Ripcord Games,N/A,N/A,N/A,0.26m,30th Sep 97,N/A,Shooter
8698,Dungeons & Dragons Heroes,XB,Atari,N/A,N/A,N/A,N/A,17th Sep 03,N/A,Role-Playing
8699,Resident Evil: Revelations,X360,Capcom,N/A,7.4,N/A,N/A,21st May 13,16th Mar 18,Shooter
8700,McGrath Vs. Pastrana Freestyle Motocross,PS,Acclaim Entertainment,N/A,N/A,N/A,N/A,05th Nov 00,N/A,Racing
8701,Hyper color ball,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Action
8702,Legaia 2: Duel Saga,PS2,Eidos Interactive,N/A,N/A,N/A,N/A,01st Oct 02,N/A,Role-Playing
8703,Crash Nitro Kart,GC,VU Games,N/A,N/A,N/A,N/A,11th Nov 03,N/A,Racing
8704,Metroid Prime Pinball,DS,Nintendo,N/A,7.6,N/A,N/A,24th Oct 05,N/A,Misc
8705,Littlest Pet Shop: Friends,Wii,Electronic Arts,N/A,N/A,N/A,N/A,20th Oct 09,N/A,Simulation
8706,Classic NES Series: Bomberman,GBA,Nintendo,N/A,N/A,N/A,N/A,02nd Jun 04,N/A,Action
8707,Tony Hawk: Shred,X360,Activision,N/A,N/A,N/A,N/A,26th Oct 10,N/A,Sports
8708,Ben 10 Triple Pack,DS,D3 Publisher,N/A,N/A,N/A,N/A,12th Jul 11,N/A,Misc
8709,Jurassic World Evolution,XOne,Frontier Developments,N/A,N/A,N/A,N/A,03rd Jul 18,20th Apr 18,Simulation
8710,The Penguins of Madagascar,DS,THQ,N/A,N/A,N/A,N/A,02nd Nov 10,N/A,Action
8711,Resident Evil: Deadly Silence    Read the review,DS,Capcom,7.0,6.7,N/A,N/A,07th Feb 06,N/A,Action
8712,A.C.E.: Another Century's Episode,PS2,Banpresto,N/A,N/A,N/A,N/A,27th Jan 05,N/A,Simulation
8713,Kingdom Hearts II: Final Mix +,PS2,Square Enix,N/A,N/A,N/A,N/A,29th Mar 07,N/A,Role-Playing
8714,Frogger's Journey: The Forgotten Relic,GBA,Konami,N/A,5.0,N/A,N/A,28th Oct 03,N/A,Action
8715,X-Men vs. Street Fighter,SAT,Capcom,N/A,N/A,N/A,N/A,27th Nov 97,N/A,Fighting
8716,Dora the Explorer: Game Boy Advance Video Volume 1,GBA,Majesco,N/A,N/A,N/A,N/A,14th May 04,N/A,Misc
8717,"What Did I Do to Deserve This, My Lord!? 2      Read the review",PSP,NIS America,8.2,N/A,N/A,N/A,04th May 10,N/A,Role-Playing
8718,King of Fighters: Maximum Impact,PS2,SNK,N/A,N/A,N/A,N/A,12th Oct 04,N/A,Fighting
8719,Marvel Super Heroes vs. Street Fighter,PS,Capcom,N/A,N/A,N/A,N/A,23rd Feb 99,N/A,Fighting
8720,Bratz Ponyz 2,DS,Game Factory,N/A,N/A,N/A,N/A,16th Sep 08,N/A,Adventure
8721,J-League Pro Soccer Club wo Tsukurou!,SAT,Sega,N/A,N/A,N/A,N/A,23rd Feb 96,N/A,Sports
8722,Rayman DS,DS,Ubisoft,N/A,5.4,N/A,N/A,24th Mar 05,N/A,Platform
8723,Rampage Knights,PC,Unknown,N/A,N/A,N/A,0.26m,N/A,19th Feb 19,Action
8724,We Cheer 2,Wii,Namco Bandai,N/A,N/A,N/A,N/A,03rd Nov 09,N/A,Simulation
8725,Dynasty Warriors Next,PSV,Tecmo Koei,N/A,N/A,N/A,N/A,22nd Feb 12,N/A,Action
8726,Drakan: The Ancients' Gates,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,28th Jan 02,N/A,Adventure
8727,Tom Clancy's Splinter Cell: Double Agent,PS3,Ubisoft,N/A,8.3,N/A,N/A,30th Mar 07,N/A,Action
8728,Battle Royale Trainer,PC,Trickjump Games Ltd,N/A,N/A,N/A,0.26m,04th Jan 18,17th Feb 19,Shooter
8729,Madden NFL 08,DS,EA Sports,N/A,N/A,N/A,N/A,14th Aug 07,N/A,Sports
8730,Final Quest II,PC,Back To Basics Gaming,N/A,N/A,N/A,0.26m,18th Oct 16,17th Feb 19,Role-Playing
8731,"SpongeBob SquarePants: Lights, Camera, Pants!",XB,THQ,N/A,N/A,N/A,N/A,21st Oct 05,N/A,Misc
8732,My Hero One's Justice,NS,Bandai Namco Entertainment,N/A,N/A,N/A,N/A,26th Oct 18,12th Sep 18,Fighting
8733,Jikkyou Powerful Pro Baseball 2018,PS4,Konami,N/A,N/A,N/A,N/A,26th Apr 18,20th May 18,Sports
8734,Choro Q3,PS,Takara,N/A,N/A,N/A,N/A,19th Feb 98,N/A,Racing
8735,Tokyo Jungle,PS3,Sony Computer Entertainment,N/A,N/A,N/A,N/A,31st Dec 20,25th May 18,Action
8736,Lemony Snicket's A Series of Unfortunate Events,GC,Activision,N/A,N/A,N/A,N/A,10th Nov 04,N/A,Platform
8737,Greyfox RPG,PC,EQ Games,N/A,N/A,N/A,0.26m,24th Feb 15,17th Feb 19,Role-Playing
8738,Legendary,X360,Gamecock,N/A,4.0,N/A,N/A,04th Nov 08,N/A,Shooter
8739,Sega Rally Revo,PSP,Sega,N/A,N/A,N/A,N/A,09th Oct 07,N/A,Racing
8740,Bionicle: Matoran Adventures,GBA,Electronic Arts,N/A,N/A,N/A,N/A,29th Oct 02,N/A,Platform
8741,Armored Core: Master of Arena,PS,Agetec,N/A,7.2,N/A,N/A,29th Feb 00,N/A,Simulation
8742,The Four Kings Casino and Slots,PC,Digital Leisure Inc.,N/A,N/A,N/A,0.26m,01st Jun 15,17th Feb 19,Simulation
8743,Desert Falcon,2600,Atari,N/A,N/A,N/A,N/A,14th Jun 87,N/A,Shooter
8744,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,Hudson Soft,N/A,N/A,N/A,N/A,14th Jan 97,N/A,Role-Playing
8745,ATV: Quad Power Racing,GBA,Acclaim Entertainment,N/A,5.5,N/A,N/A,20th Aug 02,N/A,Racing
8746,PixARK,PC,Snail Games USA,N/A,N/A,N/A,0.26m,27th Mar 18,19th May 19,Sandbox
8747,Peter Jackson's King Kong: The Official Game of the Movie,X360,Ubisoft,N/A,7.9,N/A,N/A,21st Nov 05,N/A,Action
8748,Reload: Target Down,Wii,Mastiff,N/A,N/A,N/A,N/A,02nd Nov 10,N/A,Shooter
8749,Backyard NFL Football,GC,Infogrames,N/A,N/A,N/A,N/A,10th Oct 02,N/A,Sports
8750,All-Star Baseball 2003,XB,Acclaim Entertainment,N/A,N/A,N/A,N/A,25th Feb 02,N/A,Sports
8751,MTX Mototrax,PS2,Activision,N/A,N/A,N/A,N/A,02nd Mar 04,N/A,Racing
8752,Indiana Jones and the Staff of Kings,PSP,LucasArts,N/A,7.4,N/A,N/A,09th Jun 09,N/A,Action
8753,Polarium,DS,Nintendo,N/A,7.6,N/A,N/A,18th Apr 05,N/A,Puzzle
8754,DuckTales: Remastered,PC,Capcom,N/A,N/A,N/A,0.26m,13th Aug 13,17th Feb 19,Platform
8755,ReCore,XOne,Microsoft Studios,N/A,N/A,N/A,N/A,13th Sep 16,01st Oct 18,Action-Adventure
8756,Nancy Drew: The Mystery of the Clue Bender Society,DS,Majesco,N/A,N/A,N/A,N/A,23rd Jul 08,N/A,Adventure
8757,Tomb Raider: Underworld (Others sales),PS2,Eidos Interactive,N/A,N/A,N/A,N/A,03rd Mar 09,N/A,Adventure
8758,NHL Rock the Rink,PS,Electronic Arts,N/A,N/A,N/A,N/A,29th Feb 00,N/A,Sports
8759,NBA ShootOut 2004,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,29th Oct 03,N/A,Sports
8760,Zoo Resort 3D,3DS,Ubisoft,N/A,N/A,N/A,N/A,25th Oct 11,N/A,Simulation
8761,Super Robot Taisen R,GBA,Banpresto,N/A,N/A,N/A,N/A,02nd Aug 02,N/A,Strategy
8762,Castlevania: Harmony of Dissonance,GBA,Konami,N/A,8.6,N/A,N/A,16th Sep 02,N/A,Platform
8763,Pirates of the Caribbean: Dead Man's Chest,DS,Buena Vista,N/A,N/A,N/A,N/A,27th Jun 06,N/A,Adventure
8764,Formula One 2001,PS2,Sony Computer Entertainment,N/A,7.0,N/A,N/A,24th Sep 01,N/A,Racing
8765,Doukyuusei if,SAT,NEC,N/A,N/A,N/A,N/A,09th Aug 96,N/A,Role-Playing
8766,Baldur's Gate: Dark Alliance II,XB,Interplay,N/A,N/A,N/A,N/A,20th Jan 04,N/A,Role-Playing
8767,Disney Sing It: Pop Hits,PS3,Disney Interactive Studios,N/A,N/A,N/A,N/A,06th Oct 09,N/A,Misc
8768,Madden NFL 2005,DS,EA Sports,N/A,N/A,N/A,N/A,17th Nov 04,N/A,Sports
8769,Pool Nation,PC,Cherry Pop Games,N/A,N/A,N/A,0.26m,18th Oct 13,17th Feb 19,Simulation
8770,Monsters vs. Aliens,Wii,Activision,N/A,N/A,N/A,N/A,24th Mar 09,N/A,Platform
8771,Shatter,PC,Sidhe Interactive,N/A,8.6,N/A,0.26m,15th Mar 10,N/A,Puzzle
8772,Game of Thrones,X360,Atlus,N/A,N/A,N/A,N/A,15th May 12,N/A,Role-Playing
8773,MVP Baseball 2004,GC,EA Sports,N/A,8.9,N/A,N/A,09th Mar 04,N/A,Sports
8774,Secret Weapons Over Normandy,XB,LucasArts,N/A,N/A,N/A,N/A,18th Nov 03,N/A,Simulation
8775,Super Street Fighter II: Turbo Revival,GBA,Capcom,N/A,N/A,N/A,N/A,30th Oct 01,N/A,Fighting
8776,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,Axela,N/A,N/A,N/A,N/A,18th Jun 98,N/A,Sports
8777,F1 2015,XOne,Codemasters,N/A,N/A,N/A,N/A,21st Jul 15,23rd May 18,Racing
8778,Kidou Senshi Gundam: Giren no Yabou,SAT,Bandai,N/A,N/A,N/A,N/A,09th Apr 98,N/A,Action
8779,Teen Titans,PS2,THQ,N/A,6.6,N/A,N/A,24th May 06,N/A,Action
8780,TOCA Race Driver 2: Ultimate Racing Simulator,PSP,Codemasters,N/A,N/A,N/A,N/A,01st Sep 05,N/A,Racing
8781,Spelling Challenges and more!,PSP,Crave Entertainment,N/A,4.5,N/A,N/A,25th Sep 07,N/A,Misc
8782,NASCAR 09,PS3,EA Sports,N/A,N/A,N/A,N/A,10th Jun 08,N/A,Racing
8783,The Incredible Adventures of Van Helsing II,PC,Neocore Games,N/A,N/A,N/A,0.25m,22nd May 14,17th Feb 19,Action
8784,Crusaders of Might and Magic,PS,3DO,N/A,6.0,N/A,N/A,29th Feb 00,N/A,Role-Playing
8785,Elex,PC,THQ Nordic,N/A,N/A,N/A,0.25m,17th Oct 17,30th Jun 18,Role-Playing
8786,Star Wars The Clone Wars: Republic Heroes,PS2,LucasArts,N/A,N/A,N/A,N/A,06th Oct 09,N/A,Action
8787,Bomberman Generation,GC,Majesco,N/A,8.4,N/A,N/A,03rd Jun 02,N/A,Adventure
8788,Need for Speed Rivals,PC,Electronic Arts,N/A,N/A,N/A,N/A,19th Nov 13,04th Jan 18,Racing
8789,Game & Wario,WiiU,Nintendo,N/A,6.2,N/A,N/A,23rd Jun 13,15th Mar 18,Party
8790,Final Fantasy Crystal Chronicles: Echoes of Time    Read the review,Wii,Square Enix,6.2,6.9,N/A,N/A,24th Mar 09,N/A,Role-Playing
8791,Surfing H3O,PS2,Rockstar Games,N/A,N/A,N/A,N/A,26th Oct 00,N/A,Sports
8792,Legend of Mysteria RPG,PC,EQ Games,N/A,N/A,N/A,0.25m,09th Oct 15,16th Feb 19,Role-Playing
8793,Romance of the Three Kingdoms II,SNES,KOEI,N/A,N/A,N/A,N/A,01st May 92,N/A,Strategy
8794,Hunted: The Demon's Forge,PS3,Bethesda Softworks,N/A,6.1,N/A,N/A,31st May 11,N/A,Role-Playing
8795,NASCAR 09,X360,EA Sports,N/A,7.1,N/A,N/A,10th Jun 08,N/A,Racing
8796,The Legend of Heroes: Trails in the Sky,PC,Xseed Games,N/A,N/A,N/A,0.25m,29th Jul 14,16th Feb 19,Role-Playing
8797,Tetris Effect,PS4,Sony Interactive Entertainment,N/A,N/A,N/A,N/A,09th Nov 18,19th Dec 18,Puzzle
8798,Smart Girl's Playhouse,DS,UFO Interactive,N/A,N/A,N/A,N/A,18th Sep 07,N/A,Misc
8799,L.A. Noire,XOne,Rockstar Games,N/A,N/A,N/A,N/A,14th Nov 17,19th Jun 18,Adventure
8800,Ice Age 2: The Meltdown,GBA,Sierra Entertainment,N/A,5.0,N/A,N/A,14th Mar 06,N/A,Platform
8801,The Suite Life of Zack & Cody: Tipton Trouble,DS,Buena Vista,N/A,N/A,N/A,N/A,18th Sep 06,N/A,Action
8802,World Series of Poker,XB,Activision,N/A,N/A,N/A,N/A,31st Aug 05,N/A,Misc
8803,NHL 08,PS3,Electronic Arts,N/A,N/A,N/A,N/A,11th Sep 07,03rd Feb 18,Sports
8804,The Amazing Spider-Man 2 (2014),X360,Activision,N/A,N/A,N/A,N/A,29th Apr 14,19th Mar 18,Action-Adventure
8805,Galactic Attack,SAT,Acclaim Entertainment,N/A,N/A,N/A,N/A,01st Jan 95,N/A,Shooter
