Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre 
4537,Resident Evil VII: Biohazard,PC,Capcom,N/A,7.9,N/A,0.67m,24th Jan 17,15th Jan 18,Action
4538,Country Dance,Wii,GameMill,N/A,N/A,N/A,N/A,29th Mar 11,N/A,Misc
4539,Wild ARMs 2,PS,Sony Computer Entertainment,N/A,6.5,N/A,N/A,30th Apr 00,N/A,Role-Playing
4540,Unreal Tournament III    Read the review,PS3,Midway Games,8.7,8.6,N/A,N/A,11th Dec 07,N/A,Shooter
4541,Summer Sports: Paradise Island (Others sales),Wii,Destineer,N/A,N/A,N/A,N/A,15th Apr 08,N/A,Sports
4542,Tom Clancy's EndWar,PS3,Ubisoft,N/A,N/A,N/A,N/A,04th Nov 08,N/A,Strategy
4543,LEGO Marvel Super Heroes 2,NS,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,14th Nov 17,11th Feb 18,Action
4544,Fossil Fighters: Champions,DS,Nintendo,N/A,N/A,N/A,N/A,14th Nov 11,N/A,Role-Playing
4545,Mass Effect    Read the review,PC,Electronic Arts,8.7,9.1,N/A,N/A,28th May 08,N/A,Role-Playing
4546,Bakugan: Battle Brawlers,Wii,Activision,N/A,N/A,N/A,N/A,20th Oct 09,N/A,Action
4547,100 Classic Books,DS,Nintendo,N/A,4.0,N/A,N/A,14th Jun 10,N/A,Misc
4548,The Fairly Odd Parents: Breakin Da Rules,PS2,THQ,N/A,N/A,N/A,N/A,03rd Nov 03,N/A,Platform
4549,Madden NFL 10,PSP,EA Sports,N/A,8.0,N/A,N/A,14th Aug 09,N/A,Sports
4550,Napoleon: Total War,PC,Sega,N/A,8.5,N/A,N/A,23rd Feb 10,N/A,Strategy
4551,Adventures of Tron,2600,Mattel Interactive,N/A,N/A,N/A,N/A,01st Jan 82,N/A,Action
4552,Blazing Angels: Squadrons of WWII,PS3,Ubisoft,N/A,6.8,N/A,N/A,12th Dec 06,N/A,Simulation
4553,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,Buena Vista,N/A,6.8,N/A,N/A,14th Nov 05,N/A,Adventure
4554,Evolve,XOne,2K Games,N/A,N/A,N/A,N/A,10th Feb 15,10th May 18,Shooter
4555,Final Fantasy Crystal Chronicles: Ring of Fates,DS,Square Enix,N/A,7.7,N/A,N/A,11th Mar 08,N/A,Role-Playing
4556,Plants vs Zombies: Garden Warfare,PS3,Electronic Arts,N/A,N/A,N/A,N/A,19th Aug 14,05th Feb 18,Shooter
4557,Command & Conquer: Red Alert 3,PC,Electronic Arts,N/A,8.2,N/A,N/A,28th Oct 08,N/A,Strategy
4558,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,IE Institute,N/A,N/A,N/A,N/A,09th Nov 06,N/A,Misc
4559,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,IE Institute,N/A,N/A,N/A,N/A,09th Nov 06,N/A,Misc
4560,WWE SmackDown vs. RAW 2007,PSP,THQ,N/A,7.8,N/A,N/A,06th Dec 06,N/A,Fighting
4561,Pro Pinball: Big Race USA,PS,Empire Interactive,N/A,N/A,N/A,N/A,26th Jul 00,N/A,Misc
4562,NFL Street,XB,EA Sports BIG,N/A,N/A,N/A,N/A,13th Jan 04,N/A,Sports
4563,The Darkness,PS3,2K Games,N/A,N/A,N/A,N/A,25th May 07,N/A,Shooter
4564,NHL 13,PS3,Electronic Arts,N/A,8.3,N/A,N/A,11th Sep 12,21st Mar 18,Sports
4565,Tony Hawk's Proving Ground,PS2,Activision,N/A,N/A,N/A,N/A,15th Oct 07,N/A,Sports
4566,The Sims 3: High-End Loft Stuff,PC,Electronic Arts,N/A,N/A,N/A,N/A,02nd Feb 10,N/A,Simulation
4567,Hidden Objects: Mystery Stories,DS,Navarre Corp,N/A,N/A,N/A,N/A,20th Jul 10,N/A,Adventure
4568,Book of Spells,PS3,Sony Computer Entertainment,N/A,6.5,N/A,N/A,13th Nov 12,03rd Dec 18,Misc
4569,MLB 2004,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,10th Mar 03,N/A,Sports
4570,2014 FIFA World Cup Brazil,PS3,EA Sports,N/A,7.9,N/A,N/A,15th Apr 14,22nd Mar 18,Sports
4571,WWE 2K18,XOne,2K Sports,N/A,N/A,N/A,N/A,17th Oct 17,N/A,Sports
4572,London 2012: The Official Video Game of the Olympic Games,PS3,Sega,N/A,6.2,N/A,N/A,26th Jun 12,N/A,Sports
4573,Taiko no Tatsujin Wii: Super Deluxe Edition,Wii,Namco Bandai Games,N/A,N/A,N/A,N/A,29th Nov 12,21st Mar 18,Music
4574,Castlevania: Lords of Shadow,X360,Konami,N/A,7.9,N/A,N/A,05th Oct 10,N/A,Action
4575,FIFA 15,PSV,EA Sports,N/A,N/A,N/A,N/A,23rd Sep 14,23rd Mar 18,Sports
4576,Tiger Woods PGA Tour 2000,PS,EA Sports,N/A,N/A,N/A,N/A,30th Nov 99,N/A,Sports
4577,Darkstone,PS,Take-Two Interactive,N/A,6.7,N/A,N/A,28th Jan 01,N/A,Role-Playing
4578,NCAA March Madness 2003,PS2,EA Sports,N/A,N/A,N/A,N/A,21st Nov 02,N/A,Sports
4579,TV Show King Party,Wii,Ubisoft,N/A,N/A,N/A,N/A,28th Oct 08,N/A,Puzzle
4580,Finding Nemo,XB,THQ,N/A,N/A,N/A,N/A,09th May 03,N/A,Action
4581,Thrillville,PS2,LucasArts,N/A,N/A,N/A,N/A,21st Nov 06,N/A,Strategy
4582,The LEGO Movie Videogame,WiiU,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,07th Feb 14,20th Mar 18,Action-Adventure
4583,Jikkyou World Soccer 2000 Final Edition,PS2,Konami,N/A,N/A,N/A,N/A,21st Dec 00,N/A,Sports
4584,Ratatouille,PSP,THQ,N/A,6.6,N/A,N/A,26th Jun 07,N/A,Platform
4585,Madagascar,GC,Activision,N/A,6.8,N/A,N/A,24th May 05,N/A,Platform
4586,NHL 10    Read the review,X360,EA Sports,8.6,9.1,N/A,N/A,15th Sep 09,N/A,Sports
4587,Dragon Quest Monsters: Caravan Heart,GBA,Unknown,N/A,N/A,N/A,N/A,31st Dec 20,N/A,Role-Playing
4588,Akiba,Series,Acquire,N/A,N/A,N/A,0.66m,19th May 11,03rd Feb 21,Action
4589,Strawberry Shortcake: Summertime Adventure,GBA,Majesco,N/A,N/A,N/A,N/A,16th Nov 04,N/A,Adventure
4590,Dynasty Warriors 7,All,Tecmo Koei,N/A,N/A,N/A,0.66m,29th Mar 11,16th Oct 20,Action
4591,Street Fighter Anniversary Collection,PS2,Capcom,N/A,N/A,N/A,N/A,31st Aug 04,N/A,Fighting
4592,Peppa Pig: Fun and Games,DS,Ubisoft,N/A,N/A,N/A,N/A,26th Mar 10,N/A,Misc
4593,Legend of Legaia,PS,Sony Computer Entertainment,N/A,8.1,N/A,N/A,17th Mar 99,N/A,Role-Playing
4594,One Piece: Pirate Warriors 2,PS3,Namco Bandai Games,N/A,N/A,N/A,N/A,01st Jan 14,12th Jan 18,Action
4595,NHL 16,PS4,EA Sports,N/A,N/A,N/A,N/A,15th Sep 15,N/A,Sports
4596,Freedom Wars,PSV,Sony Computer Entertainment,N/A,N/A,N/A,N/A,28th Oct 14,12th Apr 18,Misc
4597,The Sims: Bustin' Out,GC,Electronic Arts,N/A,7.9,N/A,N/A,15th Dec 03,N/A,Simulation
4598,Resident Evil: Revelations 2,PC,Capcom,N/A,N/A,N/A,0.66m,25th Feb 15,15th Apr 18,Action
4599,Keystone Kapers,2600,Activision,N/A,N/A,N/A,N/A,01st Jan 83,N/A,Action
4600,Fist of the North Star: Ken's Rage,PS3,Tecmo Koei,N/A,4.8,N/A,N/A,02nd Nov 10,30th Jul 18,Action
4601,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,Disney Interactive Studios,N/A,N/A,N/A,N/A,25th May 10,N/A,Adventure
4602,Plants vs Zombies: Garden Warfare,PS4,Electronic Arts,N/A,N/A,N/A,N/A,19th Aug 14,05th Feb 18,Shooter
4603,Shrek: Hassle at the Castle,GBA,TDK Mediactive,N/A,N/A,N/A,N/A,10th Oct 02,N/A,Action
4604,Toy Story 3: The Video Game,PSP,Disney Interactive Studios,N/A,N/A,N/A,N/A,15th Jun 10,N/A,Action
4605,Suikoden IV,PS2,Konami,N/A,6.3,N/A,N/A,11th Jan 05,N/A,Role-Playing
4606,Disney's Kim Possible 2: Drakken's Demise,GBA,Disney Interactive Studios,N/A,8.3,N/A,N/A,15th Sep 04,N/A,Platform
4607,Um Jammer Lammy,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,31st Jul 99,N/A,Misc
4608,Brothers In Arms: Road to Hill 30,XB,Ubisoft,N/A,N/A,N/A,N/A,01st Mar 05,N/A,Shooter
4609,Tomb Raider: Definitive Edition,XOne,Square Enix,N/A,N/A,N/A,N/A,28th Jan 14,13th Jun 18,Action-Adventure
4610,Animaniacs Ten Pin Alley,PS,ASC Games,N/A,N/A,N/A,N/A,01st Dec 98,N/A,Sports
4611,Shaun White Snowboarding    Read the review,PS3,Ubisoft,7.0,6.0,N/A,N/A,16th Nov 08,N/A,Sports
4612,Spyro Reignited Trilogy,XOne,Activision,N/A,N/A,N/A,N/A,13th Nov 18,08th Apr 18,Platform
4613,Wario: Master of Disguise,DS,Nintendo,N/A,N/A,N/A,N/A,05th Mar 07,N/A,Platform
4614,The Biggest Loser: Challenge,Wii,THQ,N/A,N/A,N/A,N/A,04th Nov 10,N/A,Sports
4615,Kung Fu Panda,PS2,Activision,N/A,N/A,N/A,N/A,03rd Jun 08,N/A,Platform
4616,Dead or Alive 5,PS3,Tecmo Koei,N/A,7.6,N/A,N/A,17th Feb 15,23rd Jan 18,Fighting
4617,Angry Birds Trilogy,3DS,Activision,N/A,N/A,N/A,N/A,25th Sep 12,07th Jan 18,Puzzle
4618,Tearaway,PSV,Sony Computer Entertainment America,N/A,N/A,N/A,N/A,22nd Nov 13,23rd Sep 18,Platform
4619,MX vs. ATV Untamed,PSP,THQ,N/A,5.6,N/A,N/A,17th Dec 07,N/A,Racing
4620,The LEGO Movie Videogame,XOne,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,07th Feb 14,20th Mar 18,Action-Adventure
4621,Transformers: The Game,PSP,Activision,N/A,4.3,N/A,N/A,19th Jun 07,N/A,Action
4622,F-Zero GX,GC,Nintendo,N/A,8.4,N/A,N/A,26th Aug 03,N/A,Racing
4623,Disney's Chicken Little,PS2,Buena Vista,N/A,6.3,N/A,N/A,20th Oct 05,N/A,Platform
4624,Tiger Woods PGA Tour 09,PS3,EA Sports,N/A,8.5,N/A,N/A,26th Aug 08,N/A,Sports
4625,Scene It? Box Office Smash,X360,Microsoft Game Studios,N/A,7.6,N/A,N/A,28th Oct 08,N/A,Misc
4626,Metal Slug 3,PC,Unknown,N/A,N/A,N/A,0.65m,N/A,08th Feb 19,Shooter
4627,Yoshi Topsy-Turvy,GBA,Nintendo,N/A,N/A,N/A,N/A,13th Jun 05,N/A,Platform
4628,Borderlands: The Pre-Sequel,PS3,2K Games,N/A,N/A,N/A,N/A,14th Oct 14,N/A,Misc
4629,Monster Jam: Maximum Destruction,PS2,Ubisoft,N/A,N/A,N/A,N/A,13th Jun 02,N/A,Racing
4630,Crafting Mama,DS,Majesco,N/A,N/A,N/A,N/A,26th Oct 10,N/A,Simulation
4631,Crash Bandicoot N. Sane Trilogy,XOne,Activision,N/A,N/A,N/A,N/A,29th Jun 18,07th Nov 18,Platform
4632,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,Majesco,N/A,N/A,N/A,N/A,25th Apr 05,N/A,Misc
4633,World of Dragon Warrior - Torneko: The Last Hope,PS,Enix,N/A,N/A,N/A,N/A,15th Nov 00,N/A,Role-Playing
4634,Wall-E,PSP,THQ,N/A,7.7,N/A,N/A,24th Jun 08,N/A,Platform
4635,Naruto: Ultimate Ninja,PS2,Namco Bandai Games,N/A,N/A,N/A,0.65m,17th Sep 08,19th Nov 20,Fighting
4636,Rally Trophy,PC,JoWood Productions,N/A,N/A,N/A,0.65m,20th Nov 01,N/A,Racing
4637,One Piece Unlimited World: Red,All,Bandai Namco Games,N/A,N/A,N/A,0.65m,08th Jul 14,23rd Nov 20,Action-Adventure
4638,Bayonetta 2,All,Nintendo,N/A,N/A,N/A,0.65m,24th Oct 14,24th Nov 20,Action
4639,Safecracker,All,GT Interactive,N/A,N/A,N/A,0.65m,01st May 97,12th Mar 21,Puzzle
4640,Tiger Woods PGA Tour 09,X360,EA Sports,N/A,N/A,N/A,N/A,26th Aug 08,N/A,Sports
4641,Advance Wars 2: Black Hole Rising,GBA,Nintendo,N/A,8.8,N/A,N/A,24th Jun 03,N/A,Strategy
4642,Centipede,PS,Hasbro Interactive,N/A,5.9,N/A,N/A,30th Apr 99,N/A,Shooter
4643,SingStar Pop Hits,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,13th Jun 07,N/A,Misc
4644,007: Quantum of Solace    Read the review,Wii,Activision,6.4,5.6,N/A,N/A,04th Nov 08,N/A,Shooter
4645,Kung-Fu Master,2600,Activision,N/A,N/A,N/A,N/A,12th May 87,N/A,Action
4646,Champions: Return to Arms,PS2,Sony Online Entertainment,N/A,7.7,N/A,N/A,07th Feb 05,N/A,Role-Playing
4647,Need for Speed: Undercover,Wii,Electronic Arts,N/A,N/A,N/A,N/A,17th Nov 08,N/A,Racing
4648,Dragon Quest Monsters Joker 3,3DS,Square Enix,N/A,N/A,N/A,N/A,24th Mar 16,07th Jan 18,Role-Playing
4649,Harry Potter and the Goblet of Fire,PS2,Electronic Arts,N/A,6.7,N/A,N/A,08th Nov 05,N/A,Adventure
4650,Sonic Generations Collection,PC,Unknown,N/A,N/A,N/A,0.65m,N/A,08th Feb 19,Platform
4651,BIT.TRIP RUNNER,PC,Gaijin Entertainment,N/A,7.0,N/A,0.65m,28th Feb 11,N/A,Platform
4652,Tales of Berseria,PS4,Namco Bandai Games,N/A,N/A,N/A,N/A,24th Jan 17,N/A,Role-Playing
4653,SingStar R&B,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,26th Oct 07,N/A,Misc
4654,Mary-Kate and Ashley: Magical Mystery Mall,PS,Acclaim Entertainment,N/A,N/A,N/A,N/A,27th Oct 00,N/A,Adventure
4655,Yakuza Zero,PS4,Sega,N/A,N/A,N/A,N/A,24th Jan 17,26th Jan 18,Adventure
4656,LEGO Dimensions,WiiU,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,27th Sep 15,19th Mar 18,Action
4657,Tiger Woods PGA Tour 10,X360,EA Sports,N/A,8.3,N/A,N/A,08th Jun 09,N/A,Sports
4658,LEGO City Undercover,NS,Warner Bros. Interactive Entertainment,N/A,8.0,N/A,N/A,04th Apr 17,24th Feb 18,Platform
4659,Star Ocean: First Departure,PSP,Square Enix,N/A,7.5,N/A,N/A,21st Oct 08,N/A,Role-Playing
4660,Far Cry 4,PC,Ubisoft,N/A,8.5,N/A,N/A,18th Nov 14,23rd Jan 18,Shooter
4661,Super Robot Taisen Impact,PS2,Banpresto,N/A,N/A,N/A,N/A,28th Mar 02,N/A,Strategy
4662,One Piece: Burning Blood,PS4,Namco Bandai Games,N/A,N/A,N/A,N/A,31st May 16,23rd May 18,Fighting
4663,Drawn to Life: The Next Chapter,DS,THQ,N/A,7.4,N/A,N/A,27th Oct 09,N/A,Adventure
4664,Harry Potter and the Half-Blood Prince,PS2,Electronic Arts,N/A,N/A,N/A,N/A,30th Jun 09,N/A,Action
4665,Crash Bandicoot Purple: Ripto's Rampage,GBA,Vivendi Games,N/A,6.7,N/A,N/A,03rd Jun 04,N/A,Platform
4666,Spyro: A Hero's Tail,PS2,VU Games,N/A,N/A,N/A,N/A,03rd Nov 04,N/A,Platform
4667,Crash: Twinsanity,PS2,VU Games,N/A,N/A,N/A,N/A,28th Sep 04,N/A,Platform
4668,Batman: Return to Arkham,PS4,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,18th Oct 16,10th Jun 18,Action
4669,Rayman 3D,3DS,Ubisoft,N/A,6.3,N/A,N/A,22nd Mar 11,N/A,Platform
4670,Max Payne 2: The Fall of Max Payne,XB,Rockstar Games,N/A,8.6,N/A,N/A,25th Nov 03,N/A,Shooter
4671,Sengoku Basara: Samurai Heroes,PS3,Capcom,N/A,6.1,N/A,N/A,12th Oct 10,N/A,Action
4672,GoldenEye: Rogue Agent,PS2,Electronic Arts,N/A,N/A,N/A,N/A,22nd Nov 04,N/A,Shooter
4673,WWE 2K15,X360,2K Sports,N/A,N/A,N/A,N/A,28th Oct 14,06th Jan 18,Sports
4674,New Play Control! Pikmin,Wii,Nintendo,N/A,7.7,9.3,N/A,09th Mar 09,N/A,Strategy
4675,Paws & Claws: Pet Vet,DS,THQ,N/A,N/A,N/A,N/A,03rd Jan 07,N/A,Simulation
4676,Dragon Ball: Raging Blast 2,X360,Namco Bandai,N/A,6.0,N/A,N/A,02nd Nov 10,N/A,Fighting
4677,Real Heroes: Firefighter    Read the review,Wii,Conspiracy Entertainment,6.3,7.4,N/A,N/A,04th Aug 09,N/A,Action
4678,James Bond 007: Everything or Nothing,XB,Electronic Arts,N/A,N/A,N/A,N/A,17th Feb 04,N/A,Shooter
4679,X2: Wolverine's Revenge,PS2,Activision,N/A,5.8,N/A,N/A,14th Apr 03,N/A,Action
4680,Up,DS,THQ,N/A,N/A,N/A,N/A,26th May 09,N/A,Adventure
4681,NBA Live 06,XB,EA Sports,N/A,N/A,N/A,N/A,26th Sep 05,N/A,Sports
4682,Castlevania,N64,Konami,N/A,7.6,N/A,N/A,26th Jan 99,N/A,Platform
4683,Rayman 2: The Great Escape,N64,Ubisoft,N/A,9.0,N/A,N/A,31st Oct 99,N/A,Platform
4684,Tom Clancy's Rainbow Six,N64,Red Storm Entertainment,N/A,N/A,N/A,N/A,17th Nov 99,N/A,Shooter
4685,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,Banpresto,N/A,N/A,N/A,0.64m,28th Jul 05,N/A,Strategy
4686,Battlefield 1942: The Road to Rome,PC,Electronic Arts,N/A,8.3,N/A,0.64m,02nd Feb 03,N/A,Shooter
4687,Phantasy Star Portable,PSP,Sega,N/A,7.1,9.1,0.64m,03rd Mar 09,N/A,Role-Playing
4688,Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,Majesco,N/A,N/A,N/A,N/A,22nd Jun 04,N/A,Misc
4689,Dead Island: Riptide,PS3,Deep Silver,N/A,6.6,N/A,N/A,23rd Apr 13,15th Mar 18,Action
4690,LittleBigPlanet 3,PS3,Sony Computer Entertainment,N/A,N/A,N/A,N/A,18th Nov 14,17th Feb 18,Platform
4691,The Walking Dead: Survival Instinct,X360,Activision,N/A,N/A,N/A,N/A,19th Mar 13,16th Jan 18,Shooter
4692,Just Dance 2014,WiiU,Ubisoft,N/A,7.5,N/A,N/A,08th Oct 13,08th Mar 18,Music
4693,TimeSplitters 2,XB,Eidos Interactive,N/A,N/A,N/A,N/A,17th Oct 02,N/A,Shooter
4694,Onimusha: Dawn of Dreams,PS2,Capcom,N/A,N/A,N/A,N/A,07th Mar 06,N/A,Action
4695,Dungeon Siege III,PC,Square Enix,N/A,7.3,N/A,0.64m,21st Jun 11,N/A,Role-Playing
4696,Stuntman: Ignition,X360,THQ,N/A,N/A,N/A,N/A,28th Aug 07,N/A,Racing
4697,Rock Band 3,Wii,MTV Games,N/A,9.2,N/A,N/A,26th Oct 10,N/A,Misc
4698,Scribblenauts: Unlimited,3DS,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,13th Nov 12,31st Dec 17,Puzzle
4699,SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,Majesco,N/A,N/A,N/A,N/A,14th May 04,N/A,Misc
4700,Konami Collector's Series: Arcade Advanced,GBA,Konami,N/A,8.0,N/A,N/A,21st Mar 02,N/A,Misc
4701,Lost Planet: Extreme Condition,PS3,Capcom,N/A,6.3,N/A,N/A,26th Feb 08,N/A,Shooter
4702,Jampack Volume 13 (RP-T),PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,18th Oct 05,N/A,Misc
4703,Cruis'n World,N64,Nintendo,N/A,N/A,N/A,N/A,31st Aug 98,N/A,Racing
4704,Madden NFL 2001,N64,EA Sports,N/A,N/A,N/A,N/A,28th Aug 00,N/A,Sports
4705,Rock of Ages,PC,Atlus,N/A,7.0,N/A,0.64m,07th Sep 11,N/A,Strategy
4706,Crash of the Titans,PSP,Sierra Entertainment,N/A,6.3,N/A,N/A,16th Oct 07,N/A,Action
4707,Aliens: Colonial Marines,PS3,Sega,N/A,N/A,N/A,N/A,12th Feb 13,30th Jan 19,Shooter
4708,Lemony Snicket's A Series of Unfortunate Events,PS2,Activision,N/A,N/A,N/A,N/A,10th Nov 04,N/A,Platform
4709,X-Men Legends II: Rise of Apocalypse,PS2,Activision,N/A,8.5,N/A,N/A,20th Sep 05,N/A,Role-Playing
4710,White Knight Chronicles II,PS3,D3 Publisher,N/A,5.4,N/A,N/A,13th Sep 11,N/A,Role-Playing
4711,Nightmare Creatures,PS,Activision,N/A,N/A,N/A,N/A,01st Oct 97,N/A,Action
4712,Disney Sing It: Party Hits,Wii,Disney Interactive Studios,N/A,N/A,N/A,N/A,28th Sep 10,N/A,Misc
4713,LEGO Star Wars II: The Original Trilogy,X360,LucasArts,N/A,8.2,N/A,N/A,12th Sep 06,N/A,Action
4714,SingStar Queen,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,04th Aug 09,N/A,Misc
4715,NBA Live 08,PS3,Electronic Arts,N/A,N/A,N/A,N/A,01st Oct 07,N/A,Sports
4716,The Descendant,PC,Unknown,N/A,N/A,N/A,0.63m,N/A,08th Feb 19,Adventure
4717,WWE 2K16,XOne,Take-Two Interactive,N/A,N/A,N/A,N/A,27th Oct 15,11th Apr 18,Sports
4718,Tony Hawk's Pro Skater 2x,XB,Activision,N/A,N/A,N/A,N/A,14th Nov 01,N/A,Sports
4719,The Sims 3: Generations,PC,Electronic Arts,N/A,6.5,N/A,N/A,31st May 11,N/A,Simulation
4720,Sim Theme Park,PS,Electronic Arts,N/A,8.5,N/A,N/A,24th Oct 99,N/A,Strategy
4721,Iron Man,PSP,Sega,N/A,5.0,N/A,N/A,02nd May 08,N/A,Action
4722,Just Dance 3,PS3,Ubisoft,N/A,N/A,N/A,N/A,06th Dec 11,N/A,Misc
4723,Wolfenstein,PS3,Activision,N/A,7.2,N/A,N/A,18th Aug 09,N/A,Shooter
4724,FIFA Soccer 2003,XB,EA Sports,N/A,N/A,N/A,N/A,12th Nov 02,N/A,Sports
4725,The Lord of the Rings: Conquest    Read the review,X360,Electronic Arts,5.3,5.9,N/A,N/A,13th Jan 09,N/A,Action
4726,Dragon Age II,PC,Electronic Arts,N/A,7.9,N/A,N/A,08th Mar 11,N/A,Role-Playing
4727,Monster Hunter 2,PS2,Capcom,N/A,N/A,N/A,N/A,16th Feb 06,N/A,Role-Playing
4728,LEGO The Incredibles,NS,Warner Bros. Interactive Entertainment,N/A,6.5,N/A,N/A,15th Jun 18,06th Nov 18,Action
4729,Assassin's Creed IV: Black Flag,PC,Ubisoft,N/A,8.5,N/A,N/A,19th Nov 13,14th Mar 18,Action-Adventure
4730,NASCAR 06: Total Team Control,PS2,EA Sports,N/A,N/A,N/A,N/A,30th Aug 05,N/A,Racing
4731,Condemned 2: Bloodshot,X360,Sega,N/A,8.2,N/A,N/A,11th Mar 08,N/A,Adventure
4732,Dogz,GBA,Ubisoft,N/A,4.1,N/A,N/A,17th Nov 05,N/A,Simulation
4733,A Bug's Life,N64,Activision,N/A,6.1,N/A,N/A,30th Apr 99,N/A,Platform
4734,Super Castlevania IV,SNES,Konami,N/A,N/A,N/A,N/A,01st Dec 91,N/A,Platform
4735,Worldwide Soccer Manager 2006,PC,Sega,N/A,9.0,N/A,0.63m,01st Jan 05,N/A,Sports
4736,Ninja Gaiden 3,All,Tecmo Koei,N/A,N/A,N/A,0.63m,20th Mar 12,16th Oct 20,Action
4737,Plants vs. Zombies: Garden Warfare 2,PS4,Electronic Arts,N/A,N/A,N/A,N/A,23rd Feb 16,23rd May 18,Shooter
4738,LEGO Pirates of the Caribbean: The Video Game,3DS,Disney Interactive Studios,N/A,7.0,N/A,N/A,10th May 11,08th Jan 18,Action
4739,Friday the 13th: The Game,PC,Unknown,N/A,N/A,N/A,0.63m,N/A,27th Jul 19,Action
4740,XCOM: Enemy Unknown,X360,2K Games,N/A,8.8,N/A,N/A,09th Oct 12,22nd Mar 18,Sports
4741,Mobile Suit Z Gundam: AEUG vs. Titans,PS2,Bandai,N/A,N/A,N/A,N/A,04th Dec 03,N/A,Fighting
4742,Juiced 2: Hot Import Nights,X360,THQ,N/A,N/A,N/A,N/A,17th Sep 07,N/A,Racing
4743,Sega Rally Revo,PS3,Sega,N/A,N/A,N/A,N/A,09th Oct 07,N/A,Racing
4744,Ape Escape 2,PS2,Ubisoft,N/A,8.0,N/A,N/A,30th Jun 03,16th Sep 18,Platform
4745,X-Man,2600,Unknown,N/A,N/A,N/A,N/A,01st Jan 83,N/A,Action
4746,Dead Rising 2,PC,Capcom,N/A,7.7,N/A,0.63m,28th Sep 10,N/A,Action
4747,Shin Megami Tensei: Persona 3 FES,PS2,Atlus,N/A,8.7,N/A,N/A,22nd Apr 08,11th Jan 18,Role-Playing
4748,FIFA Soccer 2002,PS2,EA Sports,N/A,N/A,N/A,N/A,01st Nov 01,N/A,Sports
4749,Final Fantasy VII International,PS,Square,N/A,N/A,N/A,N/A,02nd Oct 97,N/A,Role-Playing
4750,Cooking Mama 4: Kitchen Magic!,3DS,Majesco,N/A,N/A,N/A,N/A,15th Nov 11,N/A,Simulation
4751,NHL 2001,PS,EA Sports,N/A,N/A,N/A,N/A,26th Sep 00,N/A,Sports
4752,Transformers: Revenge of the Fallen    Read the review,X360,Activision,7.0,6.1,N/A,N/A,23rd Jun 09,N/A,Action
4753,FIFA Soccer,PSV,EA Sports,N/A,N/A,N/A,N/A,15th Feb 12,03rd Jan 18,Misc
4754,Tony Hawk's Project 8,PS3,Activision,N/A,7.9,N/A,N/A,17th Nov 06,N/A,Sports
4755,Cabela's Big Game Hunter (2008),Wii,Activision,N/A,N/A,N/A,N/A,13th Nov 07,N/A,Sports
4756,NieR,PS3,Square Enix,N/A,6.6,N/A,N/A,27th Apr 10,N/A,Role-Playing
4757,Buzz Lightyear of Star Command,PS,Activision,N/A,N/A,N/A,N/A,26th Sep 00,N/A,Platform
4758,Namco Museum,GC,Namco,N/A,5.3,N/A,N/A,09th Oct 02,N/A,Misc
4759,Test Drive Unlimited 2,PS3,Atari,N/A,6.9,N/A,N/A,08th Feb 11,N/A,Racing
4760,Hand of Fate,PC,Defiant Development,N/A,N/A,N/A,0.62m,17th Feb 15,21st Apr 19,Role-Playing
4761,Ghostbusters: The Video Game    Read the review,X360,Atari,8.3,7.7,N/A,N/A,16th Jun 09,N/A,Action
4762,Nobunaga no Yabou: Haouden,SNES,KOEI,N/A,N/A,N/A,N/A,09th Dec 93,N/A,Strategy
4763,Kinect Sports Rivals,XOne,Microsoft Studios,N/A,N/A,N/A,N/A,08th Apr 14,25th Sep 18,Sports
4764,Virtua Cop,SAT,Sega,N/A,N/A,N/A,N/A,01st Dec 95,N/A,Shooter
4765,Metal Gear Solid 2: Substance,XB,Konami,N/A,8.7,N/A,N/A,04th Nov 02,N/A,Action
