Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre
235,FIFA 13,All,EA Sports,N/A,N/A,N/A,14.50m,25th Sep 12,15th Oct 20,Sports
236,Pokémon Omega Ruby/Pokémon Alpha Sapphire,3DS,Nintendo,N/A,N/A,N/A,14.46m,21st Nov 14,03rd Aug 18,Role-Playing
237,Everybody's Golf,Series,Sony Computer Entertainment,N/A,N/A,N/A,14.19m,30th Apr 98,09th Mar 20,Sports
238,Dead Rising,Series,Capcom,N/A,N/A,N/A,14.00m,08th Aug 06,03rd Feb 20,Action-Adventure
239,Yo-kai Watch,Series,Nintendo,N/A,N/A,N/A,14.00m,06th Nov 15,16th Feb 20,Role-Playing
240,Dead Island,Series,Deep Silver,N/A,N/A,N/A,14.00m,06th Sep 11,20th Mar 20,Action-Adventure
241,NBA 2K20,All,2K Sports,N/A,N/A,N/A,14.00m,06th Sep 19,22nd Oct 20,Sports
242,Borderlands 3,All,2K Games,N/A,N/A,N/A,14.00m,13th Sep 19,27th Oct 20,Shooter
243,Star Wars Battlefront (2015),All,Electronic Arts,N/A,N/A,N/A,14.00m,17th Nov 15,31st Oct 20,Shooter
244,Mafia,Series,Gathering of Developers,N/A,N/A,N/A,14.00m,29th Aug 02,06th Nov 20,Action-Adventure
245,Portal,All,Valve,N/A,N/A,N/A,13.97m,10th Oct 07,09th Nov 20,Puzzle
246,Red Dead Redemption 2    Read the review,PS4,Rockstar Games,8.0,9.8,N/A,N/A,26th Oct 18,02nd Nov 18,Action-Adventure
247,Metroid,Series,Nintendo,N/A,N/A,N/A,13.90m,15th Aug 87,19th Feb 20,Action-Adventure
248,Call of Duty: Black Ops II,X360,Activision,N/A,N/A,N/A,N/A,13th Nov 12,07th Apr 18,Shooter
249,"Pokémon: Let's Go, Pikachu/Eevee",NS,Nintendo,N/A,N/A,N/A,13.83m,16th Nov 18,31st Jan 19,Role-Playing
250,Call of Duty: Black Ops II,PS3,Activision,N/A,N/A,N/A,N/A,13th Nov 12,07th Apr 18,Shooter
251,Cyberpunk 2077,All,CD Projekt Red Studio,N/A,N/A,N/A,13.70m,10th Dec 20,10th Dec 20,Role-Playing
252,Call of Duty: Modern Warfare 2    Read the review,X360,Activision,9.0,9.5,9.0,N/A,10th Nov 09,N/A,Shooter
253,Guild Wars,Series,NCSoft,N/A,N/A,N/A,13.50m,26th Apr 05,19th Feb 20,MMO
254,Call of Duty: WWII    Read the review,PS4,Activision,N/A,8.0,N/A,N/A,03rd Nov 17,31st Dec 17,Shooter
255,New Super Mario Bros. 2,3DS,Nintendo,N/A,7.5,N/A,13.39m,19th Aug 12,30th Jan 18,Platform
256,Call of Duty: Modern Warfare 3,PS3,Activision,N/A,8.8,N/A,N/A,08th Nov 11,N/A,Shooter
257,Super Smash Bros. Brawl    Read the review,Wii,Nintendo,9.2,9.2,9.7,13.32m,09th Mar 08,N/A,Fighting
258,Grand Theft Auto III,PS2,Rockstar Games,N/A,9.5,N/A,N/A,23rd Oct 01,N/A,Action
259,Paper Mario,Series,Nintendo,N/A,N/A,N/A,13.10m,05th Feb 01,21st Feb 20,Role-Playing
260,Portal 2,PC,Valve,N/A,9.7,N/A,13.06m,19th Apr 11,N/A,Shooter
261,Minecraft,X360,Microsoft Studios,N/A,N/A,N/A,13.00m,04th Jun 13,05th Aug 18,Misc
262,ARMA,Series,505 Games,N/A,N/A,N/A,13.00m,04th May 07,17th Feb 20,Shooter
263,Scribblenauts,Series,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,13.00m,15th Sep 09,01st Mar 20,Puzzle
264,Call of Duty 4: Modern Warfare,All,Activision,N/A,N/A,N/A,13.00m,05th Nov 07,14th Oct 20,Shooter
265,Animal Crossing: New Leaf,3DS,Nintendo,N/A,8.6,N/A,12.97m,09th Jun 13,02nd Jan 18,Simulation
266,Super Mario 3D Land,3DS,Nintendo,N/A,8.9,N/A,12.84m,13th Nov 11,06th Apr 18,Platform
267,Super Mario Galaxy    Read the review,Wii,Nintendo,9.6,9.7,9.6,12.80m,12th Nov 07,N/A,Platform
268,Pokémon Heart Gold / Soul Silver Version    Read the review,DS,Nintendo,8.5,8.6,N/A,12.72m,14th Mar 10,N/A,Role-Playing
269,Splatoon 2,NS,Nintendo,N/A,8.2,N/A,12.68m,21st Jul 17,19th Nov 18,Shooter
270,Call of Duty: Black Ops,PS3,Activision,N/A,8.7,N/A,N/A,09th Nov 10,N/A,Shooter
271,Grand Theft Auto V,PC,Rockstar Games,N/A,N/A,N/A,12.60m,14th Apr 15,02nd Nov 18,Action
272,Final Fantasy VII,All,Sony Computer Entertainment,N/A,N/A,N/A,12.60m,07th Sep 97,09th Oct 20,Role-Playing
273,Resident Evil 5,All,Capcom,N/A,N/A,N/A,12.60m,13th Mar 09,11th Oct 20,Action-Adventure
274,Fable,Series,Microsoft Game Studios,N/A,N/A,N/A,12.58m,14th Sep 04,25th Jul 20,Role-Playing
275,Myst,Series,Broderbund,N/A,N/A,N/A,12.50m,24th Sep 93,09th Mar 20,Adventure
276,Batman: Arkham City,All,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,12.50m,18th Oct 11,09th Nov 20,Action-Adventure
277,Rust,All,Facepunch Studios,N/A,N/A,N/A,12.48m,08th Feb 18,10th Jan 22,Action-Adventure
278,The Witcher 3: Wild Hunt,PS4,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,12.40m,19th May 15,04th May 18,Role-Playing
279,Ring Fit Adventure,NS,Nintendo,N/A,N/A,N/A,12.21m,18th Oct 19,18th Oct 19,Misc
280,Metro,Series,THQ,N/A,N/A,N/A,12.20m,16th Mar 10,14th Feb 21,Shooter
281,Mario & Luigi,Series,Nintendo,N/A,N/A,N/A,12.15m,17th Nov 03,21st Feb 20,Role-Playing
282,Wario,Series,Nintendo,N/A,N/A,N/A,12.13m,13th Mar 94,22nd Feb 20,Platform
283,Dragon Ball Xenoverse,Series,Bandai Namco Games,N/A,N/A,N/A,12.04m,24th Feb 15,13th Feb 20,Fighting
284,Pokémon FireRed / LeafGreen Version,GBA,Nintendo,N/A,8.3,N/A,12.00m,07th Sep 04,N/A,Role-Playing
285,World of Warcraft,PC,Blizzard Entertainment,N/A,9.2,8.0,12.00m,23rd Nov 04,22nd Apr 18,MMO
286,Half-Life 2,PC,VU Games,N/A,9.7,N/A,12.00m,16th Nov 04,N/A,Shooter
287,Diablo III    Read the review,PC,Blizzard Entertainment,8.4,9.0,N/A,12.00m,15th May 12,03rd Jan 18,Role-Playing
288,Left 4 Dead,Series,Valve,N/A,N/A,N/A,12.00m,17th Nov 08,19th Feb 20,Shooter
289,Cooking Mama,Series,Majesco Entertainment,N/A,N/A,N/A,12.00m,12th Sep 06,22nd Feb 20,Simulation
290,Jak and Daxter,Series,Sony Computer Entertainment,N/A,N/A,N/A,12.00m,03rd Dec 01,02nd Mar 20,Action-Adventure
291,SOCOM,Series,Sony Computer Entertainment,N/A,N/A,N/A,12.00m,27th Aug 02,09th Mar 20,Shooter
292,Assassin's Creed III,All,Ubisoft,N/A,N/A,N/A,12.00m,30th Oct 12,21st Oct 20,Action-Adventure
293,NBA 2K19,All,2K Sports,N/A,N/A,N/A,12.00m,11th Sep 18,22nd Oct 20,Sports
294,Mortal Kombat 11,All,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,12.00m,23rd Apr 19,28th Oct 20,Fighting
295,Bomberman,Series,Hudson Soft,N/A,N/A,N/A,12.00m,01st Jan 87,19th Feb 21,Puzzle
296,Assetto Corsa,All,Kunos Simulazioni,N/A,N/A,N/A,12.00m,19th Dec 14,31st May 21,Racing
297,Gran Turismo 5,PS3,Sony Computer Entertainment,N/A,8.3,N/A,11.95m,24th Nov 10,N/A,Racing
298,Super Mario 64,N64,Nintendo,N/A,9.7,9.2,11.91m,29th Sep 96,N/A,Platform
299,Mario Golf,Series,Nintendo,N/A,N/A,N/A,11.81m,29th Sep 91,21st Feb 20,Sports
300,FIFA 18,PS4,EA Sports,N/A,8.3,N/A,N/A,29th Sep 17,02nd Apr 18,Sports
301,The Last of Us Remastered,PS4,Sony Computer Entertainment,N/A,9.5,N/A,11.78m,29th Jul 14,24th Sep 18,Action-Adventure
302,Gran Turismo 4,PS2,Sony Computer Entertainment,N/A,8.7,N/A,11.76m,22nd Feb 05,N/A,Racing
303,Animal Crossing: Wild World,DS,Nintendo,N/A,8.5,N/A,11.75m,05th Dec 05,N/A,Simulation
304,Fire Emblem,Series,Nintendo,N/A,N/A,N/A,11.74m,03rd Nov 03,23rd Jul 21,Strategy
305,The Room,Series,Fireproof Games,N/A,N/A,N/A,11.60m,01st Sep 12,18th Mar 20,Puzzle
306,Max Payne,Series,Gathering of Developers,N/A,N/A,N/A,11.50m,23rd Jul 01,06th Nov 20,Shooter
307,New Super Mario Bros. U Deluxe,NS,Nintendo,N/A,N/A,6.6,11.48m,11th Jan 19,02nd Aug 20,Platform
308,Resident Evil 4,All,Capcom,N/A,N/A,N/A,11.20m,11th Jan 05,11th Oct 20,Action-Adventure
309,Dragon Age,Series,Electronic Arts,N/A,N/A,N/A,11.20m,03rd Nov 09,31st Dec 20,Role-Playing
310,Super Mario Land 2: 6 Golden Coins,GB,Nintendo,N/A,9.0,N/A,11.18m,02nd Nov 92,N/A,Platform
311,Wii Party,Series,Nintendo,N/A,N/A,N/A,11.13m,03rd Oct 10,19th Feb 20,Party
312,Grand Theft Auto IV    Read the review,X360,Rockstar Games,9.0,10.0,N/A,N/A,29th Apr 08,N/A,Action
313,Super Mario 64 DS,DS,Nintendo,N/A,8.6,N/A,11.06m,20th Nov 04,N/A,Platform
314,StarCraft,PC,Blizzard Entertainment,N/A,8.7,N/A,11.00m,01st Apr 98,23rd Nov 18,Strategy
315,Dance Dance Revolution,Series,Konami,N/A,N/A,N/A,11.00m,26th Sep 98,03rd Mar 20,Music
316,Fall Guys: Ultimate Knockout,PC,Devolver Digital,N/A,N/A,N/A,11.00m,04th Aug 20,14th Jul 20,Party
317,Need for Speed: Underground 2,All,Electronic Arts,N/A,N/A,N/A,11.00m,09th Nov 04,20th Oct 20,Racing
318,Assassin's Creed IV: Black Flag,All,Ubisoft,N/A,N/A,N/A,11.00m,29th Oct 13,21st Oct 20,Action-Adventure
319,Tomb Raider (2013),All,Square Enix,N/A,N/A,N/A,11.00m,05th Mar 13,26th Oct 20,Action-Adventure
320,Mortal Kombat X,All,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,11.00m,07th Apr 15,28th Oct 20,Fighting
321,Civilization VI,All,2K Games,N/A,N/A,N/A,11.00m,21st Oct 16,31st Oct 20,Strategy
322,BioShock Infinite,All,2K Games,N/A,N/A,N/A,11.00m,26th Mar 13,03rd Nov 20,Shooter
323,NBA 2K21,All,2K Sports,N/A,N/A,N/A,11.00m,04th Sep 20,06th Nov 20,Sports
324,Call of Duty: World at War,All,Activision,N/A,N/A,N/A,11.00m,11th Nov 08,29th Nov 20,Shooter
325,Sniper: Ghost Warrior,Series,City Interactive,N/A,N/A,N/A,11.00m,16th Oct 08,11th Jan 21,Shooter
326,FIFA 17,PS4,Electronic Arts,N/A,8.9,N/A,N/A,27th Sep 16,28th Mar 18,Sports
327,Gran Turismo,PS,Sony Computer Entertainment,N/A,9.5,N/A,10.85m,30th Apr 98,N/A,Racing
328,Call of Duty: Modern Warfare 2    Read the review,PS3,Activision,9.0,9.5,N/A,N/A,10th Nov 09,N/A,Shooter
329,Grand Theft Auto IV    Read the review,PS3,Rockstar Games,9.0,10.0,9.0,N/A,29th Apr 08,N/A,Action
330,Super Mario All-Stars,SNES,Nintendo,N/A,N/A,9.5,10.55m,01st Aug 93,N/A,Platform
331,Rocket League,Series,Psyonix,N/A,N/A,N/A,10.50m,07th Jul 15,16th Mar 20,Sports
332,Rocket League,All,Psyonix,N/A,N/A,N/A,10.50m,07th Jul 15,18th Dec 20,Sports
333,Tomodachi,Series,Nintendo,N/A,N/A,N/A,10.44m,06th Jun 14,19th Feb 20,Simulation
334,Call of Duty: Ghosts,X360,Activision,N/A,6.9,N/A,N/A,05th Nov 13,21st Mar 18,Shooter
335,Resident Evil 6,All,Capcom,N/A,N/A,N/A,10.30m,02nd Oct 12,11th Oct 20,Action-Adventure
336,Star Fox,Series,Nintendo,N/A,N/A,N/A,10.27m,26th Mar 93,18th Aug 20,Shooter
337,Resident Evil 7,All,Capcom,N/A,N/A,N/A,10.20m,24th Jan 17,11th Oct 20,Action-Adventure
338,Just Dance 3,Wii,Ubisoft,N/A,7.5,N/A,N/A,07th Oct 11,N/A,Misc
339,Call of Duty: Ghosts,PS3,Activision,N/A,7.5,N/A,N/A,05th Nov 13,21st Mar 18,Shooter
340,SaGa,Series,Sunsoft,N/A,N/A,N/A,10.10m,30th Sep 90,29th Feb 20,Role-Playing
341,RollerCoaster Tycoon 3,PC,Atari,N/A,8.3,N/A,10.00m,26th Oct 04,N/A,Strategy
342,Horizon: Zero Dawn,PS4,Sony Interactive Entertainment,N/A,9.1,8.0,10.00m,28th Feb 17,24th Sep 20,Action-Adventure
343,Marvel vs. Capcom,Series,Capcom,N/A,N/A,N/A,10.00m,01st Dec 96,03rd Feb 20,Fighting
344,Killing Floor,Series,Tripwire Interactive,N/A,N/A,N/A,10.00m,14th May 09,07th Feb 20,Shooter
345,The Settlers,Series,Blue Byte,N/A,N/A,N/A,10.00m,30th Jun 93,10th Feb 20,Strategy
346,Nobunaga's Ambition,Series,KOEI,N/A,N/A,N/A,10.00m,01st Mar 83,14th Feb 20,Strategy
347,Pitfall,Series,Activision,N/A,N/A,N/A,10.00m,20th Apr 82,16th Feb 20,Platform
348,Buzz!,Series,Sony Computer Entertainment Europe,N/A,N/A,N/A,10.00m,21st Oct 05,17th Feb 20,Party
349,Taiko no Tatsujin,Series,Namco,N/A,N/A,N/A,10.00m,26th Oct 04,18th Feb 20,Music
350,MX vs. ATV,Series,Sony Computer Entertainment,N/A,N/A,N/A,10.00m,05th Feb 01,26th Apr 20,Racing
351,Horizon,Series,Sony Interactive Entertainment,N/A,N/A,N/A,10.00m,28th Feb 17,24th Sep 20,Action-Adventure
352,FIFA 10,All,EA Sports,N/A,N/A,N/A,10.00m,20th Oct 09,15th Oct 20,Sports
353,FIFA 12,All,EA Sports,N/A,N/A,N/A,10.00m,27th Sep 11,15th Oct 20,Sports
354,The Sims 3,All,Electronic Arts,N/A,N/A,N/A,10.00m,02nd Jun 09,18th Oct 20,Simulation
355,Assassin's Creed Unity,All,Ubisoft,N/A,N/A,N/A,10.00m,11th Nov 14,21st Oct 20,Action-Adventure
356,Assassin's Creed Origins,All,Ubisoft,N/A,N/A,N/A,10.00m,27th Oct 17,21st Oct 20,Action-Adventure
357,Assassin's Creed Odyssey,All,Ubisoft,N/A,N/A,N/A,10.00m,05th Oct 18,21st Oct 20,Action-Adventure
358,NBA 2K18,All,2K Sports,N/A,N/A,N/A,10.00m,19th Sep 17,22nd Oct 20,Sports
359,Far Cry 3,All,Ubisoft,N/A,N/A,N/A,10.00m,04th Dec 12,28th Oct 20,Shooter
360,Far Cry 4,All,Ubisoft,N/A,N/A,N/A,10.00m,18th Nov 14,28th Oct 20,Shooter
361,Far Cry 5,All,Ubisoft,N/A,N/A,N/A,10.00m,27th Mar 18,28th Oct 20,Shooter
362,Crash Bandicoot N. Sane Trilogy,All,Activision,N/A,N/A,N/A,10.00m,30th Jun 17,30th Oct 20,Platform
363,Tom Clancy's Rainbow Six Siege,All,Ubisoft,N/A,N/A,N/A,10.00m,01st Dec 15,02nd Nov 20,Shooter
364,Tom Clancy's Ghost Recon Wildlands,All,Ubisoft,N/A,N/A,N/A,10.00m,07th Mar 17,02nd Nov 20,Shooter
365,Dark Souls III,All,Bandai Namco Entertainment,N/A,N/A,N/A,10.00m,12th Apr 16,08th Nov 20,Role-Playing
366,Mario & Sonic at the Olympic Games,All,Sega,N/A,N/A,N/A,10.00m,06th Nov 07,09th Nov 20,Sports
367,Tom Clancy's The Division,All,Ubisoft,N/A,N/A,N/A,10.00m,08th Mar 16,28th Nov 20,Shooter
368,Tom Clancy's The Division 2,All,Ubisoft,N/A,N/A,N/A,10.00m,15th Mar 19,28th Nov 20,Shooter
369,Watch Dogs,All,Ubisoft,N/A,N/A,N/A,10.00m,27th May 14,28th Nov 20,Action-Adventure
370,Watch Dogs 2,All,Ubisoft,N/A,N/A,N/A,10.00m,15th Nov 16,28th Nov 20,Action-Adventure
371,Star Wars Jedi: Fallen Order,All,Electronic Arts,N/A,N/A,N/A,10.00m,15th Nov 19,30th Dec 20,Action-Adventure
372,Titanfall,All,Electronic Arts,N/A,N/A,N/A,10.00m,11th Mar 14,21st Feb 21,Shooter
373,Broken Sword,Series,Virgin Interactive,N/A,N/A,N/A,10.00m,30th Sep 96,03rd Mar 21,Adventure
374,Halo: Reach,X360,Microsoft Game Studios,N/A,9.3,N/A,N/A,14th Sep 10,11th Oct 18,Shooter
375,Portal,PC,Valve Corporation,N/A,9.0,N/A,9.97m,09th Apr 08,N/A,Shooter
376,Halo 4,X360,Microsoft Studios,N/A,N/A,N/A,N/A,06th Nov 12,N/A,Shooter
377,The Binding of Isaac,Series,Edmund McMillen,N/A,N/A,N/A,9.93m,28th Sep 11,23rd Mar 20,Action
378,Final Fantasy VII,PS,Sony Computer Entertainment,N/A,9.6,9.5,9.90m,03rd Sep 97,23rd Mar 19,Role-Playing
379,Mario Kart 64,N64,Nintendo,N/A,8.5,N/A,9.87m,10th Feb 97,N/A,Racing
380,Dead or Alive,Series,Tecmo,N/A,N/A,N/A,9.70m,31st Mar 98,17th Feb 20,Fighting
381,Super Smash Bros. for 3DS,3DS,Nintendo,N/A,8.4,N/A,9.63m,03rd Oct 14,11th Apr 18,Fighting
382,Final Fantasy VIII,All,Square,N/A,N/A,N/A,9.60m,09th Sep 99,19th Oct 20,Role-Playing
383,Luigi's Mansion 3    Read the review,NS,Nintendo,6.0,N/A,N/A,9.59m,31st Oct 19,03rd Aug 20,Action-Adventure
384,Carnival Games,Series,Global Star Software,N/A,N/A,N/A,9.50m,27th Aug 07,15th Feb 20,Party
385,Big Brain Academy,Series,Nintendo,N/A,N/A,N/A,9.49m,05th Jun 06,23rd Mar 20,Puzzle
386,Call of Duty 4: Modern Warfare,X360,Activision,N/A,9.6,9.0,N/A,05th Nov 07,N/A,Shooter
387,Gran Turismo 2,PS,Sony Computer Entertainment,N/A,9.2,N/A,9.37m,17th Jan 99,N/A,Racing
388,Wii Party,Wii,Nintendo,N/A,7.0,N/A,9.35m,03rd Oct 10,N/A,Misc
389,Call of Duty: Black Ops IIII,PS4,Activision,N/A,N/A,N/A,N/A,12th Oct 18,07th Nov 18,Shooter
390,Mario Party DS,DS,Nintendo,N/A,7.1,N/A,9.31m,19th Nov 07,N/A,Misc
391,Donkey Kong Country,SNES,Nintendo,N/A,9.0,N/A,9.30m,21st Nov 94,N/A,Platform
392,Half-Life,PC,Sierra Entertainment,N/A,9.5,N/A,9.30m,19th Nov 98,N/A,Shooter
393,Uncharted 3: Drake's Deception,PS3,Sony Computer Entertainment,N/A,9.3,6.3,9.30m,01st Nov 11,N/A,Action
394,Street Fighter IV,All,Capcom,N/A,N/A,N/A,9.20m,17th Feb 09,10th Oct 20,Fighting
395,FIFA 19,PS4,Electronic Arts,N/A,N/A,N/A,N/A,28th Sep 18,12th Sep 18,Sports
396,Pokémon: Ultra Sun and Ultra Moon,3DS,Nintendo,N/A,8.1,N/A,9.04m,17th Nov 17,03rd Aug 18,Role-Playing
397,Rust,PC,Facepunch Studios,N/A,6.1,N/A,9.02m,08th Feb 18,19th Mar 18,Action-Adventure
398,Super Mario 3D All-Stars    Read the review,NS,Nintendo,7.0,N/A,N/A,9.01m,18th Sep 20,04th Sep 20,Platform
399,The Experience,Series,Ubisoft,N/A,N/A,N/A,9.00m,06th Nov 10,10th Feb 20,Music
400,Payday,Series,Daybreak Games,N/A,N/A,N/A,9.00m,18th Oct 11,16th Feb 20,Shooter
401,Silent Hill,Series,Konami,N/A,N/A,N/A,9.00m,23rd Feb 99,26th Feb 20,Action-Adventure
402,Assassin's Creed II,All,Ubisoft,N/A,N/A,N/A,9.00m,17th Nov 09,21st Oct 20,Action-Adventure
403,Battlefield: Bad Company 2,All,Electronic Arts,N/A,N/A,N/A,9.00m,02nd Mar 10,23rd Oct 20,Shooter
404,Star Wars Battlefront II (2017),All,Electronic Arts,N/A,N/A,N/A,9.00m,17th Nov 17,31st Oct 20,Shooter
405,Ninja Gaiden,Series,Tecmo,N/A,N/A,N/A,8.96m,01st Oct 88,23rd Jan 21,Action
406,Resident Evil 2 (2019),All,Capcom,N/A,N/A,N/A,8.90m,25th Jan 19,11th Oct 20,Action-Adventure
407,Final Fantasy XV,All,Square Enix,N/A,N/A,N/A,8.90m,29th Nov 16,19th Oct 20,Role-Playing
408,The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,N/A,9.3,N/A,N/A,11th Nov 11,01st Apr 18,Role-Playing
409,Mario Party 8,Wii,Nintendo,N/A,6.5,N/A,8.85m,29th May 07,N/A,Misc
410,Super Mario Kart,SNES,Nintendo,N/A,10.0,N/A,8.76m,01st Sep 92,N/A,Racing
411,Grand Theft Auto V,XOne,Rockstar Games,N/A,9.0,9.0,N/A,18th Nov 14,11th Apr 18,Action
412,Naruto Shippuden: Ultimate Ninja Storm 4,All,Bandai Namco Entertainment,N/A,N/A,N/A,8.70m,09th Feb 16,16th Nov 20,Fighting
413,Final Fantasy VIII,PS,Square EA,N/A,9.4,N/A,8.60m,07th Sep 99,N/A,Role-Playing
414,Final Fantasy X,PS2,Square,N/A,9.0,10.0,8.60m,17th Dec 01,N/A,Role-Playing
415,Monster Hunter Generations,All,Capcom,N/A,N/A,N/A,8.60m,15th Jul 16,13th Oct 20,Role-Playing
416,Monument Valley,Series,Ustwo Games,N/A,N/A,N/A,8.59m,03rd Apr 14,30th Jan 21,Puzzle
417,Pokémon Black 2 and White 2,DS,Nintendo,N/A,8.0,8.3,8.52m,07th Oct 12,25th Feb 18,Role-Playing
418,Onimusha,Series,Capcom,N/A,N/A,N/A,8.50m,13th Mar 01,04th Feb 20,Action-Adventure
419,Monster Hunter World: Iceborne,All,Capcom,N/A,N/A,N/A,8.50m,06th Sep 19,13th Oct 20,Role-Playing
420,NBA 2K17,All,2K Sports,N/A,N/A,N/A,8.50m,20th Sep 16,22nd Oct 20,Sports
421,Call of Duty: Infinite Warfare,PS4,Activision,N/A,N/A,N/A,N/A,04th Nov 16,14th Jan 18,Shooter
422,Fallout 4,PS4,Bethesda Softworks,N/A,8.6,N/A,N/A,10th Nov 15,24th Mar 18,Role-Playing
423,Mario Kart 8,WiiU,Nintendo,N/A,8.8,N/A,8.46m,30th May 14,02nd Aug 20,Racing
424,Tekken 3,PS,Namco,N/A,9.6,N/A,8.36m,29th Apr 98,N/A,Fighting
425,Monster Hunter 4,All,Capcom,N/A,N/A,N/A,8.30m,13th Feb 15,13th Oct 20,Role-Playing
426,Megami Tensei,Series,Atlus,N/A,N/A,N/A,8.25m,12th Oct 04,07th Feb 20,Role-Playing
427,FIFA 16,PS4,EA Sports,N/A,8.5,N/A,N/A,22nd Sep 15,01st Apr 18,Sports
428,Ace Attorney,Series,Capcom,N/A,N/A,N/A,8.20m,12th Oct 05,04th Feb 20,Adventure
429,Lego Star Wars II: The Original Trilogy,All,LucasArts,N/A,N/A,N/A,8.20m,12th Sep 06,09th Jun 21,Action-Adventure
430,The Last of Us,PS3,Sony Computer Entertainment America,N/A,9.5,N/A,8.15m,14th Jun 13,24th Sep 18,Action-Adventure
431,GoldenEye 007,N64,Nintendo,N/A,9.8,N/A,8.09m,25th Aug 97,N/A,Shooter
432,Star Wars Battlefront (2015)    Read the review,PS4,Electronic Arts,N/A,7.1,N/A,N/A,17th Nov 15,24th Mar 18,Shooter
433,FIFA 13,PS3,EA Sports,N/A,N/A,N/A,N/A,25th Sep 12,06th Apr 18,Sports
434,Halo 2,XB,Microsoft Game Studios,N/A,9.6,N/A,8.00m,09th Nov 04,11th Oct 18,Shooter
435,Harry Potter and the Sorcerer's Stone,PS,Electronic Arts,N/A,8.0,N/A,8.00m,15th Nov 01,N/A,Action
436,Sid Meier's Civilization V,PC,2K Games,N/A,8.9,N/A,8.00m,21st Sep 10,N/A,Strategy
437,Ghost of Tsushima    Read the review,PS4,Sony Interactive Entertainment,5.0,8.8,N/A,8.00m,17th Jul 20,10th Jul 20,Action-Adventure
438,Unreal,Series,GT Interactive,N/A,N/A,N/A,8.00m,22nd May 98,14th Feb 20,Shooter
439,Moto Racer,Series,Electronic Arts,N/A,N/A,N/A,8.00m,03rd Sep 97,15th Feb 20,Racing
440,Samurai Warriors,Series,KOEI,N/A,N/A,N/A,8.00m,06th May 04,15th Feb 20,Action
441,Romance of the Three Kingdoms,Series,KOEI,N/A,N/A,N/A,8.00m,10th Dec 85,15th Feb 20,Strategy
442,Inazuma Eleven,Series,Level 5,N/A,N/A,N/A,8.00m,22nd Aug 08,17th Feb 20,Role-Playing
443,Kinect Sports,Series,Microsoft Game Studios,N/A,N/A,N/A,8.00m,09th Oct 10,10th Mar 20,Sports
444,Tekken 7,All,Bandai Namco Entertainment,N/A,N/A,N/A,8.00m,18th Mar 15,09th Oct 20,Fighting
445,Grand Theft Auto: Liberty City Stories,All,Rockstar Games,N/A,N/A,N/A,8.00m,24th Oct 05,13th Oct 20,Action-Adventure
446,Assassin's Creed,All,Ubisoft,N/A,N/A,N/A,8.00m,13th Nov 07,20th Oct 20,Action-Adventure
447,NBA 2K16,All,2K Sports,N/A,N/A,N/A,8.00m,29th Sep 15,22nd Oct 20,Sports
448,Dragon Ball Xenoverse 2,All,Bandai Namco Entertainment,N/A,N/A,N/A,8.00m,25th Oct 16,27th Oct 20,Role-Playing
449,Dragon Ball FighterZ,All,Bandai Namco Entertainment,N/A,N/A,N/A,8.00m,26th Jan 18,27th Oct 20,Fighting
450,Guitar Hero III: Legends of Rock,All,Activision,N/A,N/A,N/A,8.00m,28th Oct 07,01st Nov 20,Music
451,Cars,All,THQ,N/A,N/A,N/A,8.00m,06th Jun 06,27th Feb 21,Racing
452,Monster Hunter Rise,All,Capcom,N/A,N/A,N/A,8.00m,26th Mar 21,18th Jan 22,Action-Adventure
453,The Sims 3    Read the review,PC,Electronic Arts,8.8,8.5,N/A,N/A,02nd Jun 09,N/A,Simulation
454,Valheim,PC,Coffee Stain Publishing,N/A,N/A,N/A,7.90m,02nd Feb 21,11th Feb 21,Action-Adventure
455,FIFA 09,All,EA Sports,N/A,N/A,N/A,7.80m,15th Oct 08,20th Oct 20,Sports
456,Grand Theft Auto: Liberty City Stories,PSP,Rockstar Games,N/A,8.8,N/A,N/A,25th Oct 05,N/A,Action
457,Final Fantasy XII,All,Square Enix,N/A,N/A,N/A,7.71m,31st Oct 06,19th Oct 20,Role-Playing
458,Final Fantasy XIII,All,Square Enix,N/A,N/A,N/A,7.71m,09th Mar 10,19th Oct 20,Role-Playing
459,Pac-Man,2600,Atari,N/A,N/A,N/A,7.70m,01st Mar 82,N/A,Puzzle
460,NieR,Series,Square Enix,N/A,N/A,N/A,7.70m,23rd Apr 10,11th Feb 20,Action-Adventure
461,Cyberpunk 2077,PC,CD Projekt Red Studio,N/A,N/A,N/A,7.67m,19th Nov 20,10th Jun 19,Action-Adventure
462,Magicka,Series,Paradox Interactive,N/A,N/A,N/A,7.66m,25th Jan 11,16th Feb 21,Action-Adventure
463,The Legend of Zelda: Ocarina of Time,N64,Nintendo,N/A,9.9,10.0,7.60m,23rd Nov 98,N/A,Adventure
464,God of War III    Read the review,PS3,Sony Computer Entertainment,9.4,9.2,9.4,7.60m,16th Mar 10,N/A,Action
